item,organization_id,onhand_qty,reserved_qty,available_qty,subinventory_code,locator_code,serial_number,last_update_date,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
ITEM-00189,101,360,0,360,QA,A05-B04-C02,,9/15/2025,0,,,ITEM ITEM-00189 has 360 units in WH QA . Available: 360; Reserved: 0.,
ITEM-00202,201,97,9,88,FG,A01-B04-C02,,9/24/2025,0,,,ITEM ITEM-00202 has 97 units in WH FG . Available: 88; Reserved: 9.,
ITEM-00071,102,107,20,87,STAGING,A04-B02-C02,SNGAHY62KR,9/20/2025,0,,,ITEM ITEM-00071 has 107 units in WH STAGING . Available: 87; Reserved: 20.,
ITEM-00130,101,118,31,87,WIP,A05-B03-C02,,9/26/2025,0,,,ITEM ITEM-00130 has 118 units in WH WIP . Available: 87; Reserved: 31.,
ITEM-00007,101,114,27,87,STAGING,A02-B01-C01,,9/7/2025,0,,,ITEM ITEM-00007 has 114 units in WH STAGING . Available: 87; Reserved: 27.,
ITEM-00286,201,106,20,86,STAGING,A01-B03-C01,,10/12/2025,0,,,ITEM ITEM-00286 has 106 units in WH STAGING . Available: 86; Reserved: 20.,
ITEM-00290,102,99,13,86,STAGING,A05-B04-C02,SN41A13861,9/27/2025,0,,,ITEM ITEM-00290 has 99 units in WH STAGING . Available: 86; Reserved: 13.,
ITEM-00146,101,100,14,86,WIP,A02-B01-C02,,9/7/2025,0,,,ITEM ITEM-00146 has 100 units in WH WIP . Available: 86; Reserved: 14.,
ITEM-00285,201,98,12,86,WIP,A04-B02-C01,,9/23/2025,0,,,ITEM ITEM-00285 has 98 units in WH WIP . Available: 86; Reserved: 12.,
ITEM-00185,101,91,5,86,RM,A05-B05-C02,,10/2/2025,0,,,ITEM ITEM-00185 has 91 units in WH RM . Available: 86; Reserved: 5.,
ITEM-00243,101,87,1,86,RM,A04-B01-C01,,10/10/2025,0,,,ITEM ITEM-00243 has 87 units in WH RM . Available: 86; Reserved: 1.,
ITEM-00287,103,104,19,85,WIP,A03-B01-C02,,9/16/2025,0,,,ITEM ITEM-00287 has 104 units in WH WIP . Available: 85; Reserved: 19.,
ITEM-00176,102,100,15,85,QA,A04-B03-C02,SN0LZEKLG5,10/12/2025,0,,,ITEM ITEM-00176 has 100 units in WH QA . Available: 85; Reserved: 15.,
ITEM-00109,301,95,10,85,WIP,A04-B04-C01,,9/29/2025,0,,,ITEM ITEM-00109 has 95 units in WH WIP . Available: 85; Reserved: 10.,
ITEM-00217,101,100,15,85,FG,A02-B01-C01,SNUDXOX0OZ,10/17/2025,0,,,ITEM ITEM-00217 has 100 units in WH FG . Available: 85; Reserved: 15.,
ITEM-00251,301,114,30,84,STAGING,A02-B02-C01,,9/23/2025,0,,,ITEM ITEM-00251 has 114 units in WH STAGING . Available: 84; Reserved: 30.,
ITEM-00258,103,87,3,84,RM,A05-B04-C02,SN40K7F54O,9/16/2025,0,,,ITEM ITEM-00258 has 87 units in WH RM . Available: 84; Reserved: 3.,
ITEM-00233,103,98,15,83,WIP,A03-B05-C01,,9/13/2025,0,,,ITEM ITEM-00233 has 98 units in WH WIP . Available: 83; Reserved: 15.,
ITEM-00224,102,97,14,83,QA,A03-B05-C02,SN3JMMLZK6,10/18/2025,0,,,ITEM ITEM-00224 has 97 units in WH QA . Available: 83; Reserved: 14.,
ITEM-00149,201,91,8,83,RM,A05-B03-C02,SN59NBOHXY,10/14/2025,0,,,ITEM ITEM-00149 has 91 units in WH RM . Available: 83; Reserved: 8.,
ITEM-00236,101,84,1,83,STAGING,A03-B04-C02,SN9F40KLT2,9/23/2025,0,,,ITEM ITEM-00236 has 84 units in WH STAGING . Available: 83; Reserved: 1.,
ITEM-00013,301,88,5,83,STAGING,A02-B01-C01,,9/19/2025,0,,,ITEM ITEM-00013 has 88 units in WH STAGING . Available: 83; Reserved: 5.,
ITEM-00058,201,87,4,83,RM,A05-B04-C02,SNLVJLTB7G,9/10/2025,0,,,ITEM ITEM-00058 has 87 units in WH RM . Available: 83; Reserved: 4.,
ITEM-00223,201,86,3,83,WIP,A03-B04-C01,,9/14/2025,0,,,ITEM ITEM-00223 has 86 units in WH WIP . Available: 83; Reserved: 3.,
ITEM-00148,102,100,18,82,FG,A01-B04-C02,SNBUABTKUY,9/15/2025,0,,,ITEM ITEM-00148 has 100 units in WH FG . Available: 82; Reserved: 18.,
ITEM-00206,201,96,14,82,STAGING,A03-B04-C02,,10/11/2025,0,,,ITEM ITEM-00206 has 96 units in WH STAGING . Available: 82; Reserved: 14.,
ITEM-00204,103,98,17,81,RM,A03-B04-C02,SNJN2Q6JM3,9/4/2025,0,,,ITEM ITEM-00204 has 98 units in WH RM . Available: 81; Reserved: 17.,
ITEM-00210,301,91,10,81,QA,A04-B05-C01,,9/7/2025,0,,,ITEM ITEM-00210 has 91 units in WH QA . Available: 81; Reserved: 10.,
ITEM-00008,102,89,8,81,RM,A01-B02-C02,SNG0QEJP11,10/17/2025,0,,,ITEM ITEM-00008 has 89 units in WH RM . Available: 81; Reserved: 8.,
ITEM-00166,201,85,4,81,QA,A03-B05-C02,SNJBRAVL64,9/30/2025,0,,,ITEM ITEM-00166 has 85 units in WH QA . Available: 81; Reserved: 4.,
ITEM-00156,301,108,28,80,STAGING,A02-B04-C01,,10/15/2025,0,,,ITEM ITEM-00156 has 108 units in WH STAGING . Available: 80; Reserved: 28.,
ITEM-00032,102,101,21,80,FG,A05-B03-C02,,9/7/2025,0,,,ITEM ITEM-00032 has 101 units in WH FG . Available: 80; Reserved: 21.,
ITEM-00247,103,89,9,80,STAGING,A03-B03-C02,SN9O2PP4VM,9/10/2025,0,,,ITEM ITEM-00247 has 89 units in WH STAGING . Available: 80; Reserved: 9.,
ITEM-00242,101,94,14,80,FG,A04-B05-C01,SNSSV017T9,9/18/2025,0,,,ITEM ITEM-00242 has 94 units in WH FG . Available: 80; Reserved: 14.,
ITEM-00192,103,86,6,80,RM,A02-B04-C01,,9/18/2025,0,,,ITEM ITEM-00192 has 86 units in WH RM . Available: 80; Reserved: 6.,
ITEM-00166,201,84,4,80,WIP,A04-B02-C01,,9/12/2025,0,,,ITEM ITEM-00166 has 84 units in WH WIP . Available: 80; Reserved: 4.,
ITEM-00091,201,91,12,79,FG,A01-B04-C02,SNX6GQ7ABA,9/25/2025,0,,,ITEM ITEM-00091 has 91 units in WH FG . Available: 79; Reserved: 12.,
ITEM-00036,301,90,12,78,QA,A02-B05-C01,,9/27/2025,0,,,ITEM ITEM-00036 has 90 units in WH QA . Available: 78; Reserved: 12.,
ITEM-00139,101,92,14,78,RM,A01-B01-C02,SNRDNKPCEN,9/29/2025,0,,,ITEM ITEM-00139 has 92 units in WH RM . Available: 78; Reserved: 14.,
ITEM-00003,102,85,7,78,STAGING,A05-B05-C02,,10/11/2025,0,,,ITEM ITEM-00003 has 85 units in WH STAGING . Available: 78; Reserved: 7.,
ITEM-00041,103,79,1,78,FG,A01-B05-C02,,9/15/2025,0,,,ITEM ITEM-00041 has 79 units in WH FG . Available: 78; Reserved: 1.,
ITEM-00160,301,104,27,77,RM,A03-B05-C02,,9/28/2025,0,,,ITEM ITEM-00160 has 104 units in WH RM . Available: 77; Reserved: 27.,
ITEM-00095,102,95,18,77,QA,A05-B05-C01,SNPYOC5LDB,10/14/2025,0,,,ITEM ITEM-00095 has 95 units in WH QA . Available: 77; Reserved: 18.,
ITEM-00230,102,88,11,77,WIP,A01-B02-C01,SN7N7AG9O2,9/17/2025,0,,,ITEM ITEM-00230 has 88 units in WH WIP . Available: 77; Reserved: 11.,
ITEM-00192,201,83,6,77,WIP,A05-B05-C02,SN7BAPH4BL,10/8/2025,0,,,ITEM ITEM-00192 has 83 units in WH WIP . Available: 77; Reserved: 6.,
ITEM-00217,103,100,24,76,RM,A05-B05-C01,,9/27/2025,0,,,ITEM ITEM-00217 has 100 units in WH RM . Available: 76; Reserved: 24.,
ITEM-00270,201,82,6,76,STAGING,A01-B05-C02,SNZ6TDFDOW,10/3/2025,0,,,ITEM ITEM-00270 has 82 units in WH STAGING . Available: 76; Reserved: 6.,
ITEM-00069,103,82,6,76,STAGING,A01-B01-C02,SN7Y7HBNQT,9/17/2025,0,,,ITEM ITEM-00069 has 82 units in WH STAGING . Available: 76; Reserved: 6.,
ITEM-00050,301,107,32,75,QA,A02-B05-C02,,9/25/2025,0,,,ITEM ITEM-00050 has 107 units in WH QA . Available: 75; Reserved: 32.,
ITEM-00041,102,104,29,75,RM,A02-B01-C02,SNTNBOFTRD,9/26/2025,0,,,ITEM ITEM-00041 has 104 units in WH RM . Available: 75; Reserved: 29.,
ITEM-00291,201,91,16,75,RM,A05-B01-C01,,9/26/2025,0,,,ITEM ITEM-00291 has 91 units in WH RM . Available: 75; Reserved: 16.,
ITEM-00161,201,87,12,75,FG,A04-B03-C02,SN5ZKY1GS3,9/10/2025,0,,,ITEM ITEM-00161 has 87 units in WH FG . Available: 75; Reserved: 12.,
ITEM-00117,201,83,8,75,QA,A01-B01-C02,,10/13/2025,0,,,ITEM ITEM-00117 has 83 units in WH QA . Available: 75; Reserved: 8.,
ITEM-00155,301,83,8,75,STAGING,A03-B02-C01,,10/7/2025,0,,,ITEM ITEM-00155 has 83 units in WH STAGING . Available: 75; Reserved: 8.,
ITEM-00054,201,82,7,75,FG,A05-B03-C02,,9/17/2025,0,,,ITEM ITEM-00054 has 82 units in WH FG . Available: 75; Reserved: 7.,
ITEM-00171,301,76,1,75,WIP,A03-B04-C02,SN493ISMBQ,9/25/2025,0,,,ITEM ITEM-00171 has 76 units in WH WIP . Available: 75; Reserved: 1.,
ITEM-00253,101,76,2,74,STAGING,A05-B01-C01,SNONAR0IW5,9/20/2025,0,,,ITEM ITEM-00253 has 76 units in WH STAGING . Available: 74; Reserved: 2.,
ITEM-00066,102,83,9,74,STAGING,A05-B02-C01,SN2RWDUARP,9/17/2025,0,,,ITEM ITEM-00066 has 83 units in WH STAGING . Available: 74; Reserved: 9.,
ITEM-00093,301,78,4,74,WIP,A01-B02-C01,SNQ08IXEZQ,9/16/2025,0,,,ITEM ITEM-00093 has 78 units in WH WIP . Available: 74; Reserved: 4.,
ITEM-00046,103,75,1,74,RM,A04-B05-C02,SNBLLSBHQG,9/16/2025,0,,,ITEM ITEM-00046 has 75 units in WH RM . Available: 74; Reserved: 1.,
ITEM-00104,103,101,28,73,STAGING,A04-B04-C02,,9/20/2025,0,,,ITEM ITEM-00104 has 101 units in WH STAGING . Available: 73; Reserved: 28.,
ITEM-00213,301,95,22,73,QA,A04-B03-C02,,9/29/2025,0,,,ITEM ITEM-00213 has 95 units in WH QA . Available: 73; Reserved: 22.,
ITEM-00142,101,85,12,73,RM,A04-B02-C02,,10/17/2025,0,,,ITEM ITEM-00142 has 85 units in WH RM . Available: 73; Reserved: 12.,
ITEM-00218,101,82,9,73,FG,A03-B02-C02,,10/7/2025,0,,,ITEM ITEM-00218 has 82 units in WH FG . Available: 73; Reserved: 9.,
ITEM-00269,201,81,8,73,RM,A03-B02-C02,SNLV67E49R,9/23/2025,0,,,ITEM ITEM-00269 has 81 units in WH RM . Available: 73; Reserved: 8.,
ITEM-00177,301,78,5,73,STAGING,A03-B05-C01,SN8FPXHFQW,9/26/2025,0,,,ITEM ITEM-00177 has 78 units in WH STAGING . Available: 73; Reserved: 5.,
ITEM-00098,201,74,1,73,QA,A05-B05-C01,SN3B8E9N1I,9/23/2025,0,,,ITEM ITEM-00098 has 74 units in WH QA . Available: 73; Reserved: 1.,
ITEM-00029,102,88,16,72,STAGING,A04-B05-C02,SNZZ2993DQ,10/16/2025,0,,,ITEM ITEM-00029 has 88 units in WH STAGING . Available: 72; Reserved: 16.,
ITEM-00240,101,83,11,72,QA,A02-B05-C02,SNBCYJ5FTI,10/11/2025,0,,,ITEM ITEM-00240 has 83 units in WH QA . Available: 72; Reserved: 11.,
ITEM-00105,103,82,10,72,FG,A01-B03-C01,,9/5/2025,0,,,ITEM ITEM-00105 has 82 units in WH FG . Available: 72; Reserved: 10.,
ITEM-00139,101,79,7,72,WIP,A05-B01-C02,,9/18/2025,0,,,ITEM ITEM-00139 has 79 units in WH WIP . Available: 72; Reserved: 7.,
ITEM-00237,201,73,1,72,QA,A03-B04-C01,,10/13/2025,0,,,ITEM ITEM-00237 has 73 units in WH QA . Available: 72; Reserved: 1.,
ITEM-00050,101,88,17,71,WIP,A05-B04-C02,,10/3/2025,0,,,ITEM ITEM-00050 has 88 units in WH WIP . Available: 71; Reserved: 17.,
ITEM-00022,101,85,14,71,RM,A05-B01-C02,SNJSU0FAI4,9/12/2025,0,,,ITEM ITEM-00022 has 85 units in WH RM . Available: 71; Reserved: 14.,
ITEM-00134,201,76,5,71,RM,A04-B01-C02,SN30SJB0GM,10/14/2025,0,,,ITEM ITEM-00134 has 76 units in WH RM . Available: 71; Reserved: 5.,
ITEM-00041,101,78,7,71,STAGING,A05-B05-C02,,10/7/2025,0,,,ITEM ITEM-00041 has 78 units in WH STAGING . Available: 71; Reserved: 7.,
ITEM-00176,102,96,26,70,STAGING,A01-B02-C01,SNU5PH2RJW,9/6/2025,0,,,ITEM ITEM-00176 has 96 units in WH STAGING . Available: 70; Reserved: 26.,
ITEM-00005,102,70,0,70,FG,A03-B04-C01,,9/8/2025,0,,,ITEM ITEM-00005 has 70 units in WH FG . Available: 70; Reserved: 0.,
ITEM-00093,301,70,0,70,WIP,A02-B02-C01,SN2N4N0VHO,9/29/2025,0,,,ITEM ITEM-00093 has 70 units in WH WIP . Available: 70; Reserved: 0.,
ITEM-00271,102,97,28,69,WIP,A03-B05-C02,SN9MTR99DY,10/7/2025,0,,,ITEM ITEM-00271 has 97 units in WH WIP . Available: 69; Reserved: 28.,
ITEM-00127,301,73,4,69,RM,A04-B02-C02,SNNO1TS9M6,9/4/2025,0,,,ITEM ITEM-00127 has 73 units in WH RM . Available: 69; Reserved: 4.,
ITEM-00190,301,93,25,68,QA,A02-B01-C02,SNUJL7DRM0,9/18/2025,0,,,ITEM ITEM-00190 has 93 units in WH QA . Available: 68; Reserved: 25.,
ITEM-00094,103,83,15,68,STAGING,A02-B02-C01,,9/25/2025,0,,,ITEM ITEM-00094 has 83 units in WH STAGING . Available: 68; Reserved: 15.,
ITEM-00123,301,82,14,68,WIP,A05-B02-C01,,9/14/2025,0,,,ITEM ITEM-00123 has 82 units in WH WIP . Available: 68; Reserved: 14.,
ITEM-00059,102,81,13,68,QA,A01-B03-C01,,10/11/2025,0,,,ITEM ITEM-00059 has 81 units in WH QA . Available: 68; Reserved: 13.,
ITEM-00088,103,80,12,68,FG,A04-B03-C01,SNFWDYNUJC,9/28/2025,0,,,ITEM ITEM-00088 has 80 units in WH FG . Available: 68; Reserved: 12.,
ITEM-00189,201,75,8,67,QA,A03-B05-C01,SN0PI8ENO7,10/5/2025,0,,,ITEM ITEM-00189 has 75 units in WH QA . Available: 67; Reserved: 8.,
ITEM-00182,101,67,0,67,RM,A04-B05-C02,SNT6CPULQX,9/9/2025,0,,,ITEM ITEM-00182 has 67 units in WH RM . Available: 67; Reserved: 0.,
ITEM-00165,201,68,1,67,RM,A05-B05-C01,SN4ZXV37EW,10/2/2025,0,,,ITEM ITEM-00165 has 68 units in WH RM . Available: 67; Reserved: 1.,
ITEM-00205,103,77,11,66,WIP,A01-B03-C01,SNL2KI16D5,9/5/2025,0,,,ITEM ITEM-00205 has 77 units in WH WIP . Available: 66; Reserved: 11.,
ITEM-00238,103,74,8,66,WIP,A02-B04-C02,SNHLZYBMJD,10/13/2025,0,,,ITEM ITEM-00238 has 74 units in WH WIP . Available: 66; Reserved: 8.,
ITEM-00054,101,73,7,66,QA,A05-B03-C02,,9/14/2025,0,,,ITEM ITEM-00054 has 73 units in WH QA . Available: 66; Reserved: 7.,
ITEM-00297,101,72,6,66,RM,A01-B05-C02,SNRCOIZ6TW,9/10/2025,0,,,ITEM ITEM-00297 has 72 units in WH RM . Available: 66; Reserved: 6.,
ITEM-00279,201,71,5,66,RM,A02-B05-C01,,10/14/2025,0,,,ITEM ITEM-00279 has 71 units in WH RM . Available: 66; Reserved: 5.,
ITEM-00019,102,70,4,66,RM,A05-B05-C02,SNO0J2FYXD,10/2/2025,0,,,ITEM ITEM-00019 has 70 units in WH RM . Available: 66; Reserved: 4.,
ITEM-00062,102,69,3,66,STAGING,A04-B05-C01,SN6JWKBM5U,9/23/2025,0,,,ITEM ITEM-00062 has 69 units in WH STAGING . Available: 66; Reserved: 3.,
ITEM-00296,301,68,2,66,QA,A01-B05-C02,SNOD8135LK,9/27/2025,0,,,ITEM ITEM-00296 has 68 units in WH QA . Available: 66; Reserved: 2.,
ITEM-00007,301,67,1,66,FG,A03-B04-C01,SNE984TZP1,9/25/2025,0,,,ITEM ITEM-00007 has 67 units in WH FG . Available: 66; Reserved: 1.,
ITEM-00142,301,78,13,65,RM,A02-B02-C01,,9/25/2025,0,,,ITEM ITEM-00142 has 78 units in WH RM . Available: 65; Reserved: 13.,
ITEM-00015,102,77,12,65,STAGING,A05-B03-C02,,10/9/2025,0,,,ITEM ITEM-00015 has 77 units in WH STAGING . Available: 65; Reserved: 12.,
ITEM-00276,301,71,7,64,WIP,A02-B02-C02,,9/26/2025,0,,,ITEM ITEM-00276 has 71 units in WH WIP . Available: 64; Reserved: 7.,
ITEM-00228,201,68,4,64,FG,A05-B02-C02,,9/28/2025,0,,,ITEM ITEM-00228 has 68 units in WH FG . Available: 64; Reserved: 4.,
ITEM-00052,103,67,3,64,FG,A01-B05-C02,,10/5/2025,0,,,ITEM ITEM-00052 has 67 units in WH FG . Available: 64; Reserved: 3.,
ITEM-00190,102,82,19,63,FG,A02-B05-C02,,9/14/2025,0,,,ITEM ITEM-00190 has 82 units in WH FG . Available: 63; Reserved: 19.,
ITEM-00101,102,75,12,63,WIP,A02-B04-C01,SNFSWMS6XQ,9/6/2025,0,,,ITEM ITEM-00101 has 75 units in WH WIP . Available: 63; Reserved: 12.,
ITEM-00025,102,72,9,63,QA,A04-B04-C01,SNRZXNLQLO,10/12/2025,0,,,ITEM ITEM-00025 has 72 units in WH QA . Available: 63; Reserved: 9.,
ITEM-00054,201,65,2,63,FG,A01-B05-C02,SN58C6XLUQ,10/17/2025,0,,,ITEM ITEM-00054 has 65 units in WH FG . Available: 63; Reserved: 2.,
ITEM-00196,201,72,10,62,FG,A03-B05-C01,,10/8/2025,0,,,ITEM ITEM-00196 has 72 units in WH FG . Available: 62; Reserved: 10.,
ITEM-00058,103,70,8,62,WIP,A03-B03-C01,SN4DQ9F90H,10/13/2025,0,,,ITEM ITEM-00058 has 70 units in WH WIP . Available: 62; Reserved: 8.,
ITEM-00204,201,69,7,62,QA,A01-B05-C01,,10/4/2025,0,,,ITEM ITEM-00204 has 69 units in WH QA . Available: 62; Reserved: 7.,
ITEM-00280,301,66,4,62,QA,A03-B03-C02,,9/15/2025,0,,,ITEM ITEM-00280 has 66 units in WH QA . Available: 62; Reserved: 4.,
ITEM-00265,103,63,1,62,QA,A01-B04-C02,,9/16/2025,0,,,ITEM ITEM-00265 has 63 units in WH QA . Available: 62; Reserved: 1.,
ITEM-00009,301,76,15,61,STAGING,A05-B05-C01,SNS26U52PN,9/27/2025,0,,,ITEM ITEM-00009 has 76 units in WH STAGING . Available: 61; Reserved: 15.,
ITEM-00250,201,66,5,61,FG,A03-B01-C02,,10/15/2025,0,,,ITEM ITEM-00250 has 66 units in WH FG . Available: 61; Reserved: 5.,
ITEM-00269,102,64,3,61,STAGING,A05-B02-C01,,10/18/2025,0,,,ITEM ITEM-00269 has 64 units in WH STAGING . Available: 61; Reserved: 3.,
ITEM-00257,103,63,2,61,RM,A05-B03-C02,,9/23/2025,0,,,ITEM ITEM-00257 has 63 units in WH RM . Available: 61; Reserved: 2.,
ITEM-00187,301,62,1,61,STAGING,A01-B04-C02,,9/27/2025,0,,,ITEM ITEM-00187 has 62 units in WH STAGING . Available: 61; Reserved: 1.,
ITEM-00197,102,61,0,61,STAGING,A01-B03-C02,SNTRLGPT3C,9/28/2025,0,,,ITEM ITEM-00197 has 61 units in WH STAGING . Available: 61; Reserved: 0.,
ITEM-00074,301,73,13,60,STAGING,A05-B02-C01,,9/15/2025,0,,,ITEM ITEM-00074 has 73 units in WH STAGING . Available: 60; Reserved: 13.,
ITEM-00110,301,73,13,60,QA,A03-B02-C02,SNK6A0BT1K,9/16/2025,0,,,ITEM ITEM-00110 has 73 units in WH QA . Available: 60; Reserved: 13.,
ITEM-00277,101,70,10,60,WIP,A04-B03-C01,,9/8/2025,0,,,ITEM ITEM-00277 has 70 units in WH WIP . Available: 60; Reserved: 10.,
ITEM-00262,201,63,3,60,QA,A03-B01-C02,,9/24/2025,0,,,ITEM ITEM-00262 has 63 units in WH QA . Available: 60; Reserved: 3.,
ITEM-00259,301,61,1,60,STAGING,A04-B01-C02,SNMS2PNIF0,10/14/2025,0,,,ITEM ITEM-00259 has 61 units in WH STAGING . Available: 60; Reserved: 1.,
ITEM-00238,102,60,0,60,WIP,A03-B05-C01,,9/5/2025,0,,,ITEM ITEM-00238 has 60 units in WH WIP . Available: 60; Reserved: 0.,
ITEM-00234,101,71,12,59,FG,A04-B02-C02,,10/16/2025,0,,,ITEM ITEM-00234 has 71 units in WH FG . Available: 59; Reserved: 12.,
ITEM-00093,103,76,18,58,FG,A05-B04-C02,SNAJIQ5DUM,9/14/2025,0,,,ITEM ITEM-00093 has 76 units in WH FG . Available: 58; Reserved: 18.,
ITEM-00240,201,67,9,58,RM,A03-B01-C01,,9/4/2025,0,,,ITEM ITEM-00240 has 67 units in WH RM . Available: 58; Reserved: 9.,
ITEM-00171,101,59,1,58,FG,A05-B01-C02,SNW1FKLDNX,10/17/2025,0,,,ITEM ITEM-00171 has 59 units in WH FG . Available: 58; Reserved: 1.,
ITEM-00126,103,64,6,58,STAGING,A03-B05-C02,,9/27/2025,0,,,ITEM ITEM-00126 has 64 units in WH STAGING . Available: 58; Reserved: 6.,
ITEM-00245,301,61,3,58,FG,A05-B05-C01,SNCDDVHDXB,9/30/2025,0,,,ITEM ITEM-00245 has 61 units in WH FG . Available: 58; Reserved: 3.,
ITEM-00041,103,69,12,57,WIP,A02-B02-C01,,9/20/2025,0,,,ITEM ITEM-00041 has 69 units in WH WIP . Available: 57; Reserved: 12.,
ITEM-00054,103,66,9,57,WIP,A01-B03-C02,SNDITHO6UD,9/4/2025,0,,,ITEM ITEM-00054 has 66 units in WH WIP . Available: 57; Reserved: 9.,
ITEM-00004,101,63,6,57,STAGING,A04-B05-C02,,9/8/2025,0,,,ITEM ITEM-00004 has 63 units in WH STAGING . Available: 57; Reserved: 6.,
ITEM-00016,201,62,5,57,WIP,A04-B03-C02,SNGUNBARLH,10/18/2025,0,,,ITEM ITEM-00016 has 62 units in WH WIP . Available: 57; Reserved: 5.,
ITEM-00128,201,60,3,57,FG,A01-B05-C01,SNDMWH3U32,9/15/2025,0,,,ITEM ITEM-00128 has 60 units in WH FG . Available: 57; Reserved: 3.,
ITEM-00111,102,73,17,56,RM,A04-B01-C02,SN3B2GUZ0E,9/6/2025,0,,,ITEM ITEM-00111 has 73 units in WH RM . Available: 56; Reserved: 17.,
ITEM-00080,101,61,5,56,STAGING,A02-B03-C01,,10/5/2025,0,,,ITEM ITEM-00080 has 61 units in WH STAGING . Available: 56; Reserved: 5.,
ITEM-00140,101,61,5,56,STAGING,A01-B01-C01,SNL3AGLZHG,10/9/2025,0,,,ITEM ITEM-00140 has 61 units in WH STAGING . Available: 56; Reserved: 5.,
ITEM-00027,101,57,1,56,RM,A01-B03-C01,,9/16/2025,0,,,ITEM ITEM-00027 has 57 units in WH RM . Available: 56; Reserved: 1.,
ITEM-00170,102,61,5,56,QA,A05-B03-C02,,10/8/2025,0,,,ITEM ITEM-00170 has 61 units in WH QA . Available: 56; Reserved: 5.,
ITEM-00163,102,68,13,55,RM,A02-B04-C02,,9/16/2025,0,,,ITEM ITEM-00163 has 68 units in WH RM . Available: 55; Reserved: 13.,
ITEM-00097,103,60,5,55,STAGING,A03-B03-C02,,10/10/2025,0,,,ITEM ITEM-00097 has 60 units in WH STAGING . Available: 55; Reserved: 5.,
ITEM-00212,301,59,4,55,STAGING,A04-B02-C01,SNU9GPBL2L,10/5/2025,0,,,ITEM ITEM-00212 has 59 units in WH STAGING . Available: 55; Reserved: 4.,
ITEM-00297,201,66,12,54,QA,A02-B05-C01,SN4IENY4BX,10/1/2025,0,,,ITEM ITEM-00297 has 66 units in WH QA . Available: 54; Reserved: 12.,
ITEM-00223,101,67,13,54,FG,A05-B01-C02,,10/9/2025,0,,,ITEM ITEM-00223 has 67 units in WH FG . Available: 54; Reserved: 13.,
ITEM-00061,102,55,1,54,QA,A05-B01-C02,,9/24/2025,0,,,ITEM ITEM-00061 has 55 units in WH QA . Available: 54; Reserved: 1.,
ITEM-00153,103,68,15,53,QA,A04-B01-C01,SNUW75YPTQ,9/17/2025,0,,,ITEM ITEM-00153 has 68 units in WH QA . Available: 53; Reserved: 15.,
ITEM-00215,101,62,9,53,STAGING,A01-B01-C01,SN1EDCO4T1,9/26/2025,0,,,ITEM ITEM-00215 has 62 units in WH STAGING . Available: 53; Reserved: 9.,
ITEM-00060,101,64,12,52,RM,A02-B03-C02,SNA5L738O6,9/8/2025,0,,,ITEM ITEM-00060 has 64 units in WH RM . Available: 52; Reserved: 12.,
ITEM-00208,101,53,1,52,FG,A03-B04-C02,SNRSUEASEF,10/6/2025,0,,,ITEM ITEM-00208 has 53 units in WH FG . Available: 52; Reserved: 1.,
ITEM-00159,201,55,3,52,WIP,A03-B03-C01,SN02O10LS6,10/10/2025,0,,,ITEM ITEM-00159 has 55 units in WH WIP . Available: 52; Reserved: 3.,
ITEM-00133,103,52,0,52,QA,A04-B04-C02,SNPW61WVDL,9/11/2025,0,,,ITEM ITEM-00133 has 52 units in WH QA . Available: 52; Reserved: 0.,
ITEM-00145,103,71,20,51,WIP,A01-B01-C01,SN0AVZRWB6,9/22/2025,0,,,ITEM ITEM-00145 has 71 units in WH WIP . Available: 51; Reserved: 20.,
ITEM-00039,201,70,19,51,WIP,A05-B01-C02,SN76BJGIB2,9/3/2025,0,,,ITEM ITEM-00039 has 70 units in WH WIP . Available: 51; Reserved: 19.,
ITEM-00085,301,67,16,51,FG,A03-B03-C01,,10/6/2025,0,,,ITEM ITEM-00085 has 67 units in WH FG . Available: 51; Reserved: 16.,
ITEM-00029,103,56,5,51,WIP,A04-B05-C02,SNBYBQFA9A,10/12/2025,0,,,ITEM ITEM-00029 has 56 units in WH WIP . Available: 51; Reserved: 5.,
ITEM-00075,103,53,2,51,WIP,A03-B01-C01,,9/25/2025,0,,,ITEM ITEM-00075 has 53 units in WH WIP . Available: 51; Reserved: 2.,
ITEM-00265,201,56,6,50,WIP,A02-B03-C01,,10/1/2025,0,,,ITEM ITEM-00265 has 56 units in WH WIP . Available: 50; Reserved: 6.,
ITEM-00211,101,61,11,50,WIP,A01-B03-C01,,10/11/2025,0,,,ITEM ITEM-00211 has 61 units in WH WIP . Available: 50; Reserved: 11.,
ITEM-00272,102,67,18,49,STAGING,A02-B02-C01,SNHX8V5MV6,9/30/2025,0,,,ITEM ITEM-00272 has 67 units in WH STAGING . Available: 49; Reserved: 18.,
ITEM-00154,201,51,2,49,RM,A01-B04-C01,SNG98I03XO,9/15/2025,0,,,ITEM ITEM-00154 has 51 units in WH RM . Available: 49; Reserved: 2.,
ITEM-00242,301,63,15,48,STAGING,A02-B01-C01,SNVBS0GMBK,9/17/2025,0,,,ITEM ITEM-00242 has 63 units in WH STAGING . Available: 48; Reserved: 15.,
ITEM-00261,101,51,3,48,STAGING,A01-B05-C01,SNU4TD8020,9/30/2025,0,,,ITEM ITEM-00261 has 51 units in WH STAGING . Available: 48; Reserved: 3.,
