requisition_number,requisition_line_id,item,quantity,uom,destination_type_code,need_by_date,organization_id,po_number,so_number,requested_by_user_id,req_status,priority_code,creation_date,route,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
REQ-0000670,900761,ITEM-00188,189,EA,INVENTORY,2025-09-20,101,,SO-0000068,7DXQ70,REQUIRES REAPPROVAL,LOW,2025-07-19,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000670 for 189 ITEM-00188s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-20. Delay: no delay. Destination: INVENTORY.,
REQ-0000559,900762,ITEM-00014,107,PK,EXPENSE,2025-07-20,301,PO-0000147,,AM7CJL,IN PROCESS,STD,2025-10-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000559 for 107 ITEM-00014s from WH 301 Status: IN PROCESS. Need-by: 2025-07-20. Delay: no delay. Destination: EXPENSE.,
REQ-0000001,900763,ITEM-00218,86,CT,INVENTORY,2025-10-06,101,PO-0000223,,JCYRMG,IN PROCESS,URGENT,2025-09-20,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000001 for 86 ITEM-00218s from WH 101 Status: IN PROCESS. Need-by: 2025-10-06. Delay: no delay. Destination: INVENTORY.,
REQ-0000580,900764,ITEM-00089,183,EA,EXPENSE,2025-07-04,102,,SO-0000009,ZFCQTP,REQUIRES REAPPROVAL,URGENT,2025-07-19,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000580 for 183 ITEM-00089s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-07-04. Delay: no delay. Destination: EXPENSE.,
REQ-0000473,900765,ITEM-00123,58,CT,EXPENSE,2025-05-31,101,,SO-0000144,UIYDFK,REQUIRES REAPPROVAL,URGENT,2025-06-30,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000473 for 58 ITEM-00123s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-05-31. Delay: no delay. Destination: EXPENSE.,
REQ-0000540,900766,ITEM-00246,170,CT,EXPENSE,2025-06-07,102,,SO-0000087,EJCNHQ,REQUIRES REAPPROVAL,LOW,2025-07-29,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000540 for 170 ITEM-00246s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-07. Delay: no delay. Destination: EXPENSE.,
REQ-0000213,900767,ITEM-00231,163,PK,EXPENSE,2025-04-23,301,PO-0000194,,M754YX,APPROVED,LOW,2025-07-03,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000213 for 163 ITEM-00231s from WH 301 Status: APPROVED. Need-by: 2025-04-23. Delay: no delay. Destination: EXPENSE.,
REQ-0000598,900768,ITEM-00032,183,BX,EXPENSE,2025-05-06,301,,SO-0000020,5G6UCM,REJECTED,STD,2025-08-10,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000598 for 183 ITEM-00032s from WH 301 Status: REJECTED. Need-by: 2025-05-06. Delay: no delay. Destination: EXPENSE.,
REQ-0000190,900769,ITEM-00032,101,BX,EXPENSE,2025-06-17,102,PO-0000099,,Z77YD3,REJECTED,STD,2025-07-02,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000190 for 101 ITEM-00032s from WH 102 Status: REJECTED. Need-by: 2025-06-17. Delay: no delay. Destination: EXPENSE.,
REQ-0000329,900770,ITEM-00007,119,BX,SHOP FLOOR,2025-05-17,102,PO-0000004,,P1FK4Y,APPROVED,LOW,2025-10-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000329 for 119 ITEM-00007s from WH 102 Status: APPROVED. Need-by: 2025-05-17. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000232,900771,ITEM-00070,105,PK,SHOP FLOOR,2025-08-07,103,PO-0000251,,CODKZH,IN PROCESS,LOW,2025-07-05,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000232 for 105 ITEM-00070s from WH 103 Status: IN PROCESS. Need-by: 2025-08-07. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000555,900772,ITEM-00166,31,EA,EXPENSE,2025-09-20,301,,SO-0000064,WFIC2V,REJECTED,URGENT,2025-07-22,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000555 for 31 ITEM-00166s from WH 301 Status: REJECTED. Need-by: 2025-09-20. Delay: no delay. Destination: EXPENSE.,
REQ-0000663,900773,ITEM-00153,12,PK,INVENTORY,2025-05-19,201,PO-0000155,,AK1OFC,IN PROCESS,STD,2025-07-20,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000663 for 12 ITEM-00153s from WH 201 Status: IN PROCESS. Need-by: 2025-05-19. Delay: no delay. Destination: INVENTORY.,
REQ-0000151,900774,ITEM-00257,131,BX,EXPENSE,2025-07-21,102,PO-0000073,,PJP58T,APPROVED,LOW,2025-09-13,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000151 for 131 ITEM-00257s from WH 102 Status: APPROVED. Need-by: 2025-07-21. Delay: no delay. Destination: EXPENSE.,
REQ-0000031,900775,ITEM-00080,111,BX,INVENTORY,2025-09-12,101,,SO-0000012,85DYAL,APPROVED,STD,2025-07-29,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000031 for 111 ITEM-00080s from WH 101 Status: APPROVED. Need-by: 2025-09-12. Delay: no delay. Destination: INVENTORY.,
REQ-0000260,900776,ITEM-00092,149,EA,EXPENSE,2025-09-20,201,PO-0000077,,GR5S1F,APPROVED,URGENT,2025-09-02,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000260 for 149 ITEM-00092s from WH 201 Status: APPROVED. Need-by: 2025-09-20. Delay: no delay. Destination: EXPENSE.,
REQ-0000262,900777,ITEM-00059,198,BX,SHOP FLOOR,2025-09-28,101,PO-0000200,,76KOUM,REJECTED,LOW,2025-08-04,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000262 for 198 ITEM-00059s from WH 101 Status: REJECTED. Need-by: 2025-09-28. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000155,900778,ITEM-00155,85,EA,SHOP FLOOR,2025-10-18,101,,SO-0000053,XYN1Q0,IN PROCESS,URGENT,2025-09-20,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000155 for 85 ITEM-00155s from WH 101 Status: IN PROCESS. Need-by: 2025-10-18. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000609,900779,ITEM-00271,35,BX,SHOP FLOOR,2025-07-20,103,,SO-0000150,KT09U0,IN PROCESS,LOW,2025-06-28,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000609 for 35 ITEM-00271s from WH 103 Status: IN PROCESS. Need-by: 2025-07-20. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000344,900780,ITEM-00230,89,BX,SHOP FLOOR,2025-06-19,103,,SO-0000041,OOC6GY,IN PROCESS,LOW,2025-09-14,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000344 for 89 ITEM-00230s from WH 103 Status: IN PROCESS. Need-by: 2025-06-19. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000363,900781,ITEM-00220,153,CT,EXPENSE,2025-05-24,301,PO-0000178,,CEPZSO,REJECTED,LOW,2025-07-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000363 for 153 ITEM-00220s from WH 301 Status: REJECTED. Need-by: 2025-05-24. Delay: no delay. Destination: EXPENSE.,
REQ-0000155,900782,ITEM-00199,157,CT,SHOP FLOOR,2025-10-16,201,PO-0000112,,XYN1Q0,IN PROCESS,URGENT,2025-09-20,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000155 for 157 ITEM-00199s from WH 201 Status: IN PROCESS. Need-by: 2025-10-16. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000395,900783,ITEM-00080,60,CT,SHOP FLOOR,2025-10-06,101,PO-0000055,,4AOF5T,REJECTED,LOW,2025-09-19,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000395 for 60 ITEM-00080s from WH 101 Status: REJECTED. Need-by: 2025-10-06. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000183,900784,ITEM-00013,120,PK,SHOP FLOOR,2025-09-26,102,,SO-0000042,2XHLGS,APPROVED,URGENT,2025-07-03,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000183 for 120 ITEM-00013s from WH 102 Status: APPROVED. Need-by: 2025-09-26. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000545,900785,ITEM-00021,2,PK,INVENTORY,2025-06-05,301,,SO-0000113,G3XOPN,APPROVED,LOW,2025-09-22,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000545 for 2 ITEM-00021s from WH 301 Status: APPROVED. Need-by: 2025-06-05. Delay: no delay. Destination: INVENTORY.,
REQ-0000422,900786,ITEM-00133,33,PK,INVENTORY,2025-05-17,103,PO-0000059,,GD7CG9,IN PROCESS,URGENT,2025-07-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000422 for 33 ITEM-00133s from WH 103 Status: IN PROCESS. Need-by: 2025-05-17. Delay: no delay. Destination: INVENTORY.,
REQ-0000260,900787,ITEM-00014,32,BX,INVENTORY,2025-06-12,102,PO-0000269,,GR5S1F,APPROVED,URGENT,2025-09-02,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000260 for 32 ITEM-00014s from WH 102 Status: APPROVED. Need-by: 2025-06-12. Delay: no delay. Destination: INVENTORY.,
REQ-0000500,900788,ITEM-00201,173,CT,SHOP FLOOR,2025-10-15,301,PO-0000122,,JTD91P,APPROVED,STD,2025-08-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000500 for 173 ITEM-00201s from WH 301 Status: APPROVED. Need-by: 2025-10-15. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000395,900789,ITEM-00098,75,PK,INVENTORY,2025-07-03,103,,SO-0000019,4AOF5T,REJECTED,LOW,2025-09-19,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000395 for 75 ITEM-00098s from WH 103 Status: REJECTED. Need-by: 2025-07-03. Delay: no delay. Destination: INVENTORY.,
REQ-0000600,900790,ITEM-00064,143,PK,EXPENSE,2025-06-11,201,PO-0000136,,SCSVFL,REQUIRES REAPPROVAL,URGENT,2025-10-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000600 for 143 ITEM-00064s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-11. Delay: no delay. Destination: EXPENSE.,
REQ-0000108,900791,ITEM-00030,152,BX,EXPENSE,2025-07-12,301,PO-0000134,,JBGIK9,IN PROCESS,STD,2025-07-13,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000108 for 152 ITEM-00030s from WH 301 Status: IN PROCESS. Need-by: 2025-07-12. Delay: no delay. Destination: EXPENSE.,
REQ-0000698,900792,ITEM-00277,195,PK,EXPENSE,2025-09-28,301,,SO-0000043,P8VCJ2,REQUIRES REAPPROVAL,LOW,2025-06-24,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000698 for 195 ITEM-00277s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-28. Delay: no delay. Destination: EXPENSE.,
REQ-0000239,900793,ITEM-00155,196,BX,SHOP FLOOR,2025-10-13,103,PO-0000069,,25LEGT,REQUIRES REAPPROVAL,LOW,2025-07-27,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000239 for 196 ITEM-00155s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-10-13. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000494,900794,ITEM-00059,188,CT,EXPENSE,2025-08-21,201,,SO-0000090,ZEUDVI,IN PROCESS,LOW,2025-06-27,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000494 for 188 ITEM-00059s from WH 201 Status: IN PROCESS. Need-by: 2025-08-21. Delay: no delay. Destination: EXPENSE.,
REQ-0000463,900795,ITEM-00164,57,CT,INVENTORY,2025-09-21,301,PO-0000061,,QNTJ8W,REQUIRES REAPPROVAL,LOW,2025-06-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000463 for 57 ITEM-00164s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-21. Delay: no delay. Destination: INVENTORY.,
REQ-0000251,900796,ITEM-00176,87,BX,SHOP FLOOR,2025-08-19,103,PO-0000077,,NIH0JV,REQUIRES REAPPROVAL,URGENT,2025-06-25,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000251 for 87 ITEM-00176s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-19. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000326,900797,ITEM-00285,41,BX,SHOP FLOOR,2025-08-03,103,,SO-0000064,VADUFA,IN PROCESS,URGENT,2025-07-19,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000326 for 41 ITEM-00285s from WH 103 Status: IN PROCESS. Need-by: 2025-08-03. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000360,900798,ITEM-00258,114,CT,INVENTORY,2025-06-15,103,PO-0000149,,TRH0B2,IN PROCESS,STD,2025-07-20,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000360 for 114 ITEM-00258s from WH 103 Status: IN PROCESS. Need-by: 2025-06-15. Delay: no delay. Destination: INVENTORY.,
REQ-0000310,900799,ITEM-00095,95,BX,INVENTORY,2025-10-18,301,,SO-0000124,2UCB9L,REJECTED,STD,2025-09-03,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000310 for 95 ITEM-00095s from WH 301 Status: REJECTED. Need-by: 2025-10-18. Delay: no delay. Destination: INVENTORY.,
REQ-0000177,900800,ITEM-00297,164,PK,EXPENSE,2025-05-15,301,,SO-0000052,3VQQCF,APPROVED,STD,2025-07-15,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000177 for 164 ITEM-00297s from WH 301 Status: APPROVED. Need-by: 2025-05-15. Delay: no delay. Destination: EXPENSE.,
REQ-0000113,900801,ITEM-00152,174,EA,INVENTORY,2025-09-02,101,,SO-0000015,90LV8R,REJECTED,STD,2025-07-08,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000113 for 174 ITEM-00152s from WH 101 Status: REJECTED. Need-by: 2025-09-02. Delay: no delay. Destination: INVENTORY.,
REQ-0000652,900802,ITEM-00085,66,EA,INVENTORY,2025-05-28,301,PO-0000099,,YLMZIQ,REJECTED,STD,2025-09-19,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000652 for 66 ITEM-00085s from WH 301 Status: REJECTED. Need-by: 2025-05-28. Delay: no delay. Destination: INVENTORY.,
REQ-0000267,900803,ITEM-00096,118,CT,SHOP FLOOR,2025-07-11,201,,SO-0000062,4623CM,IN PROCESS,URGENT,2025-07-13,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000267 for 118 ITEM-00096s from WH 201 Status: IN PROCESS. Need-by: 2025-07-11. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000206,900804,ITEM-00128,22,EA,INVENTORY,2025-06-15,101,PO-0000146,,ATC7D5,REQUIRES REAPPROVAL,URGENT,2025-08-28,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000206 for 22 ITEM-00128s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-15. Delay: no delay. Destination: INVENTORY.,
REQ-0000384,900805,ITEM-00065,50,CT,EXPENSE,2025-09-12,101,,SO-0000078,FZO4GM,REJECTED,LOW,2025-07-26,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000384 for 50 ITEM-00065s from WH 101 Status: REJECTED. Need-by: 2025-09-12. Delay: no delay. Destination: EXPENSE.,
REQ-0000514,900806,ITEM-00279,73,BX,SHOP FLOOR,2025-05-27,301,,SO-0000108,XGZU1G,REJECTED,STD,2025-06-29,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000514 for 73 ITEM-00279s from WH 301 Status: REJECTED. Need-by: 2025-05-27. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000492,900807,ITEM-00152,13,EA,SHOP FLOOR,2025-07-27,101,,SO-0000109,MGW33Y,REJECTED,LOW,2025-08-17,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000492 for 13 ITEM-00152s from WH 101 Status: REJECTED. Need-by: 2025-07-27. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000503,900808,ITEM-00220,52,BX,EXPENSE,2025-08-28,301,,SO-0000015,K8PIYM,REJECTED,URGENT,2025-08-11,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000503 for 52 ITEM-00220s from WH 301 Status: REJECTED. Need-by: 2025-08-28. Delay: no delay. Destination: EXPENSE.,
REQ-0000180,900809,ITEM-00048,138,BX,EXPENSE,2025-07-01,102,,SO-0000017,A3LWBL,REQUIRES REAPPROVAL,URGENT,2025-10-16,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000180 for 138 ITEM-00048s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-07-01. Delay: no delay. Destination: EXPENSE.,
REQ-0000567,900810,ITEM-00230,168,CT,EXPENSE,2025-05-26,201,,SO-0000074,C310UJ,REQUIRES REAPPROVAL,STD,2025-08-17,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000567 for 168 ITEM-00230s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-05-26. Delay: no delay. Destination: EXPENSE.,
REQ-0000312,900811,ITEM-00221,172,CT,EXPENSE,2025-07-12,102,,SO-0000047,2VQGGX,APPROVED,LOW,2025-09-12,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000312 for 172 ITEM-00221s from WH 102 Status: APPROVED. Need-by: 2025-07-12. Delay: no delay. Destination: EXPENSE.,
REQ-0000370,900812,ITEM-00171,16,PK,INVENTORY,2025-05-17,101,PO-0000128,,YFJKO3,APPROVED,URGENT,2025-10-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000370 for 16 ITEM-00171s from WH 101 Status: APPROVED. Need-by: 2025-05-17. Delay: no delay. Destination: INVENTORY.,
REQ-0000328,900813,ITEM-00130,95,PK,INVENTORY,2025-10-16,101,,SO-0000046,WX0FX0,REQUIRES REAPPROVAL,URGENT,2025-08-15,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000328 for 95 ITEM-00130s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-10-16. Delay: no delay. Destination: INVENTORY.,
REQ-0000033,900814,ITEM-00087,194,BX,EXPENSE,2025-06-06,101,,SO-0000075,YSN5UR,REJECTED,LOW,2025-08-02,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000033 for 194 ITEM-00087s from WH 101 Status: REJECTED. Need-by: 2025-06-06. Delay: no delay. Destination: EXPENSE.,
REQ-0000256,900815,ITEM-00293,132,BX,SHOP FLOOR,2025-08-01,102,PO-0000041,,YAYP37,IN PROCESS,STD,2025-07-01,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000256 for 132 ITEM-00293s from WH 102 Status: IN PROCESS. Need-by: 2025-08-01. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000249,900816,ITEM-00042,169,PK,EXPENSE,2025-10-01,101,,SO-0000129,LEYP7Z,IN PROCESS,LOW,2025-09-23,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000249 for 169 ITEM-00042s from WH 101 Status: IN PROCESS. Need-by: 2025-10-01. Delay: no delay. Destination: EXPENSE.,
REQ-0000169,900817,ITEM-00104,103,PK,SHOP FLOOR,2025-07-09,103,PO-0000210,,E714KH,REJECTED,LOW,2025-09-03,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000169 for 103 ITEM-00104s from WH 103 Status: REJECTED. Need-by: 2025-07-09. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000549,900818,ITEM-00263,53,CT,SHOP FLOOR,2025-05-18,201,PO-0000042,,MPKE33,IN PROCESS,STD,2025-08-23,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000549 for 53 ITEM-00263s from WH 201 Status: IN PROCESS. Need-by: 2025-05-18. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000427,900819,ITEM-00231,117,PK,INVENTORY,2025-10-03,101,,SO-0000035,WSHJCY,IN PROCESS,URGENT,2025-08-15,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000427 for 117 ITEM-00231s from WH 101 Status: IN PROCESS. Need-by: 2025-10-03. Delay: no delay. Destination: INVENTORY.,
REQ-0000667,900820,ITEM-00077,37,CT,INVENTORY,2025-07-14,201,PO-0000226,,G7TYNJ,IN PROCESS,LOW,2025-09-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000667 for 37 ITEM-00077s from WH 201 Status: IN PROCESS. Need-by: 2025-07-14. Delay: no delay. Destination: INVENTORY.,
REQ-0000589,900821,ITEM-00117,86,BX,SHOP FLOOR,2025-05-25,201,PO-0000257,,57L4FI,APPROVED,URGENT,2025-06-28,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000589 for 86 ITEM-00117s from WH 201 Status: APPROVED. Need-by: 2025-05-25. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000379,900822,ITEM-00207,141,CT,EXPENSE,2025-07-26,102,,SO-0000075,FK5FVJ,REJECTED,LOW,2025-09-18,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000379 for 141 ITEM-00207s from WH 102 Status: REJECTED. Need-by: 2025-07-26. Delay: no delay. Destination: EXPENSE.,
REQ-0000418,900823,ITEM-00096,194,CT,INVENTORY,2025-05-27,101,PO-0000144,,L2JK4R,APPROVED,URGENT,2025-07-20,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000418 for 194 ITEM-00096s from WH 101 Status: APPROVED. Need-by: 2025-05-27. Delay: no delay. Destination: INVENTORY.,
REQ-0000304,900824,ITEM-00203,69,BX,INVENTORY,2025-06-13,301,PO-0000155,,6WMR89,REJECTED,STD,2025-06-20,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000304 for 69 ITEM-00203s from WH 301 Status: REJECTED. Need-by: 2025-06-13. Delay: no delay. Destination: INVENTORY.,
REQ-0000330,900825,ITEM-00263,199,CT,INVENTORY,2025-09-07,101,PO-0000211,,MWE6EI,REJECTED,STD,2025-07-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000330 for 199 ITEM-00263s from WH 101 Status: REJECTED. Need-by: 2025-09-07. Delay: no delay. Destination: INVENTORY.,
REQ-0000035,900826,ITEM-00052,97,PK,EXPENSE,2025-08-23,103,,SO-0000015,R2SJPY,REQUIRES REAPPROVAL,LOW,2025-09-23,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000035 for 97 ITEM-00052s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-23. Delay: no delay. Destination: EXPENSE.,
REQ-0000053,900827,ITEM-00264,36,EA,EXPENSE,2025-08-23,301,,SO-0000020,D8O85K,REQUIRES REAPPROVAL,URGENT,2025-09-21,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000053 for 36 ITEM-00264s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-23. Delay: no delay. Destination: EXPENSE.,
REQ-0000357,900828,ITEM-00078,126,BX,EXPENSE,2025-10-17,301,,SO-0000044,KCC8PA,REJECTED,STD,2025-08-26,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000357 for 126 ITEM-00078s from WH 301 Status: REJECTED. Need-by: 2025-10-17. Delay: no delay. Destination: EXPENSE.,
REQ-0000602,900829,ITEM-00147,182,BX,EXPENSE,2025-06-04,102,PO-0000155,,MSUXUP,APPROVED,STD,2025-10-07,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000602 for 182 ITEM-00147s from WH 102 Status: APPROVED. Need-by: 2025-06-04. Delay: no delay. Destination: EXPENSE.,
REQ-0000514,900830,ITEM-00279,70,CT,EXPENSE,2025-09-01,301,PO-0000221,,XGZU1G,REJECTED,STD,2025-06-29,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000514 for 70 ITEM-00279s from WH 301 Status: REJECTED. Need-by: 2025-09-01. Delay: no delay. Destination: EXPENSE.,
REQ-0000652,900831,ITEM-00026,177,CT,SHOP FLOOR,2025-07-04,301,,SO-0000017,YLMZIQ,REJECTED,STD,2025-09-19,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000652 for 177 ITEM-00026s from WH 301 Status: REJECTED. Need-by: 2025-07-04. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000133,900832,ITEM-00045,184,BX,SHOP FLOOR,2025-04-25,101,,SO-0000142,J0QD3A,IN PROCESS,STD,2025-09-13,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000133 for 184 ITEM-00045s from WH 101 Status: IN PROCESS. Need-by: 2025-04-25. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000667,900833,ITEM-00001,167,PK,SHOP FLOOR,2025-10-07,101,PO-0000254,,G7TYNJ,IN PROCESS,LOW,2025-09-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000667 for 167 ITEM-00001s from WH 101 Status: IN PROCESS. Need-by: 2025-10-07. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000310,900834,ITEM-00280,65,PK,EXPENSE,2025-08-02,201,,SO-0000103,2UCB9L,REJECTED,STD,2025-09-03,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000310 for 65 ITEM-00280s from WH 201 Status: REJECTED. Need-by: 2025-08-02. Delay: no delay. Destination: EXPENSE.,
REQ-0000383,900835,ITEM-00281,50,CT,SHOP FLOOR,2025-08-19,103,PO-0000233,,HSTLI2,REQUIRES REAPPROVAL,STD,2025-09-07,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000383 for 50 ITEM-00281s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-19. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000683,900836,ITEM-00007,111,BX,EXPENSE,2025-06-08,101,PO-0000029,,2XDC4A,REQUIRES REAPPROVAL,STD,2025-07-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000683 for 111 ITEM-00007s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-08. Delay: no delay. Destination: EXPENSE.,
REQ-0000240,900837,ITEM-00266,98,BX,EXPENSE,2025-09-06,102,PO-0000099,,U9CLK0,REQUIRES REAPPROVAL,STD,2025-07-20,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000240 for 98 ITEM-00266s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-06. Delay: no delay. Destination: EXPENSE.,
REQ-0000145,900838,ITEM-00250,68,BX,SHOP FLOOR,2025-07-28,103,,SO-0000026,7GRDAU,REJECTED,LOW,2025-06-24,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000145 for 68 ITEM-00250s from WH 103 Status: REJECTED. Need-by: 2025-07-28. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000082,900839,ITEM-00299,37,EA,INVENTORY,2025-07-26,301,PO-0000117,,U299KY,REQUIRES REAPPROVAL,STD,2025-08-10,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000082 for 37 ITEM-00299s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-07-26. Delay: no delay. Destination: INVENTORY.,
