po_number,line_location_id,line_num,item,uom,organization_id,ordered_qty,received_qty,promised_date,need_by_date,last_receipt_date,accepted_qty,rejected_qty,buyer_user_id,vendor_name,po_status,creation_date,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
PO-0000194,600229,1,ITEM-00075,EA,103,50,53,2025-10-07,2025-06-13,2025-10-11,50,3,JOXKCW,Stark Logistics,REJECTED,2025-09-01,120.0,Procurement,,PO PO-0000194 for 50 ITEM-00075s from Stark Logistics to WH 103. Status: REJECTED. ETA: 2025-06-13. Delay: 120 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000084,600230,7,ITEM-00272,PK,301,123,118,2025-09-25,2025-08-30,2025-09-18,118,0,MT7A9U,Wayne Industrial,REJECTED,2025-09-21,49.0,Procurement,,PO PO-0000084 for 123 ITEM-00272s from Wayne Industrial to WH 301. Status: REJECTED. ETA: 2025-08-30. Delay: 49 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000265,600231,8,ITEM-00008,EA,201,55,58,2025-09-02,2025-10-09,2025-08-21,55,3,C09OM4,Umbrella,APPROVED,2025-08-12,0.0,Procurement,,PO PO-0000265 for 55 ITEM-00008s from Umbrella to WH 201. Status: APPROVED. ETA: 2025-10-09. Delay: no delay.,
PO-0000214,600232,1,ITEM-00141,CT,301,38,41,2025-09-05,2025-07-13,2025-10-15,38,3,IDDOKG,Stark Logistics,APPROVED,2025-07-23,94.0,Procurement,,PO PO-0000214 for 38 ITEM-00141s from Stark Logistics to WH 301. Status: APPROVED. ETA: 2025-07-13. Delay: 94 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000252,600233,1,ITEM-00213,PK,201,111,106,2025-08-31,2025-06-04,2025-10-17,106,0,STXUTG,Acme Parts,APPROVED,2025-08-08,136.0,Procurement,,PO PO-0000252 for 111 ITEM-00213s from Acme Parts to WH 201. Status: APPROVED. ETA: 2025-06-04. Delay: 136 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000159,600234,6,ITEM-00163,PK,101,119,117,2025-10-20,2025-06-21,2025-10-08,117,0,C1JR2Y,Globex Ltd,REQUIRES REAPPROVAL,2025-09-24,119.0,Procurement,,PO PO-0000159 for 119 ITEM-00163s from Globex Ltd to WH 101. Status: REQUIRES REAPPROVAL. ETA: 2025-06-21. Delay: 119 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000086,600235,7,ITEM-00218,PK,102,147,146,2025-08-22,2025-08-15,2025-09-01,146,0,MJZKRL,Umbrella,REQUIRES REAPPROVAL,2025-07-06,64.0,Procurement,,PO PO-0000086 for 147 ITEM-00218s from Umbrella to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-08-15. Delay: 64 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000196,600236,1,ITEM-00189,EA,201,150,146,2025-08-27,2025-07-16,2025-09-20,146,0,2L6BWZ,Wayne Industrial,REJECTED,2025-07-14,94.0,Procurement,,PO PO-0000196 for 150 ITEM-00189s from Wayne Industrial to WH 201. Status: REJECTED. ETA: 2025-07-16. Delay: 94 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000171,600237,2,ITEM-00114,EA,301,99,98,2025-09-22,2025-07-30,2025-10-04,98,0,6RLITD,Initech,REQUIRES REAPPROVAL,2025-09-21,80.0,Procurement,,PO PO-0000171 for 99 ITEM-00114s from Initech to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-07-30. Delay: 80 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000151,600238,4,ITEM-00146,PK,102,113,117,2025-10-26,2025-09-25,2025-10-16,113,4,6P3MR0,Wayne Industrial,IN PROCESS,2025-08-22,21.0,Procurement,,PO PO-0000151 for 113 ITEM-00146s from Wayne Industrial to WH 102. Status: IN PROCESS. ETA: 2025-09-25. Delay: 21 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000092,600239,8,ITEM-00105,BX,301,151,151,2025-09-12,2025-06-22,2025-10-04,151,0,9BZXZT,Stark Logistics,REJECTED,2025-08-12,104.0,Procurement,,PO PO-0000092 for 151 ITEM-00105s from Stark Logistics to WH 301. Status: REJECTED. ETA: 2025-06-22. Delay: 104 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000105,600240,9,ITEM-00048,PK,101,180,177,2025-10-20,2025-04-23,2025-10-15,177,0,YNL6YT,Wayne Industrial,APPROVED,2025-07-15,178.0,Procurement,,PO PO-0000105 for 180 ITEM-00048s from Wayne Industrial to WH 101. Status: APPROVED. ETA: 2025-04-23. Delay: 178 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000006,600241,8,ITEM-00212,BX,301,61,59,2025-08-25,2025-07-04,2025-09-26,59,0,39ZJBK,Globex Ltd,REJECTED,2025-07-01,106.0,Procurement,,PO PO-0000006 for 61 ITEM-00212s from Globex Ltd to WH 301. Status: REJECTED. ETA: 2025-07-04. Delay: 106 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000203,600242,7,ITEM-00297,CT,201,33,29,2025-10-10,2025-10-04,2025-08-26,29,0,8S2MK7,Acme Parts,APPROVED,2025-09-14,14.0,Procurement,,PO PO-0000203 for 33 ITEM-00297s from Acme Parts to WH 201. Status: APPROVED. ETA: 2025-10-04. Delay: 14 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000066,600243,1,ITEM-00205,PK,103,36,39,2025-11-01,2025-08-23,2025-09-11,36,3,415MDD,Stark Logistics,REQUIRES REAPPROVAL,2025-09-23,19.0,Procurement,,PO PO-0000066 for 36 ITEM-00205s from Stark Logistics to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-08-23. Delay: 19 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000107,600244,4,ITEM-00158,CT,201,134,130,2025-09-12,2025-05-31,2025-08-25,130,0,GRL4NC,Globex Ltd,REJECTED,2025-07-12,140.0,Procurement,,PO PO-0000107 for 134 ITEM-00158s from Globex Ltd to WH 201. Status: REJECTED. ETA: 2025-05-31. Delay: 140 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000015,600245,1,ITEM-00052,CT,301,189,193,2025-08-01,2025-09-21,2025-09-08,189,4,9IABOK,Wayne Industrial,APPROVED,2025-08-31,0.0,Procurement,,PO PO-0000015 for 189 ITEM-00052s from Wayne Industrial to WH 301. Status: APPROVED. ETA: 2025-09-21. Delay: no delay.,
PO-0000195,600246,6,ITEM-00250,EA,103,25,20,2025-08-18,2025-08-02,2025-09-05,20,0,OON02A,Contoso Supply,REJECTED,2025-09-27,77.0,Procurement,,PO PO-0000195 for 25 ITEM-00250s from Contoso Supply to WH 103. Status: REJECTED. ETA: 2025-08-02. Delay: 77 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000044,600247,1,ITEM-00272,PK,102,71,67,2025-08-21,2025-09-08,2025-10-17,67,0,6YDX25,Acme Parts,REJECTED,2025-07-18,40.0,Procurement,,PO PO-0000044 for 71 ITEM-00272s from Acme Parts to WH 102. Status: REJECTED. ETA: 2025-09-08. Delay: 40 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000258,600248,3,ITEM-00116,PK,101,6,1,2025-09-21,2025-06-14,2025-09-13,1,0,0WQIX0,Contoso Supply,IN PROCESS,2025-06-25,126.0,Procurement,,PO PO-0000258 for 6 ITEM-00116s from Contoso Supply to WH 101. Status: IN PROCESS. ETA: 2025-06-14. Delay: 126 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000036,600249,3,ITEM-00202,EA,102,92,92,2025-10-06,2025-06-12,2025-10-09,92,0,E8812A,Initech,APPROVED,2025-07-31,119.0,Procurement,,PO PO-0000036 for 92 ITEM-00202s from Initech to WH 102. Status: APPROVED. ETA: 2025-06-12. Delay: 119 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000081,600250,6,ITEM-00113,BX,102,16,12,2025-10-09,2025-09-14,2025-10-16,12,0,PBI1FZ,Stark Logistics,IN PROCESS,2025-08-22,34.0,Procurement,,PO PO-0000081 for 16 ITEM-00113s from Stark Logistics to WH 102. Status: IN PROCESS. ETA: 2025-09-14. Delay: 34 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000212,600251,7,ITEM-00251,CT,103,155,151,2025-07-18,2025-04-24,2025-10-13,151,0,LB8RMJ,Wayne Industrial,REJECTED,2025-08-08,177.0,Procurement,,PO PO-0000212 for 155 ITEM-00251s from Wayne Industrial to WH 103. Status: REJECTED. ETA: 2025-04-24. Delay: 177 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000264,600252,4,ITEM-00238,BX,103,142,143,2025-07-17,2025-05-29,2025-10-16,142,1,75II94,Stark Logistics,APPROVED,2025-07-18,140.0,Procurement,,PO PO-0000264 for 142 ITEM-00238s from Stark Logistics to WH 103. Status: APPROVED. ETA: 2025-05-29. Delay: 140 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000168,600253,8,ITEM-00082,BX,101,189,184,2025-07-17,2025-05-25,2025-10-12,184,0,5Q6SF9,Umbrella,APPROVED,2025-09-27,146.0,Procurement,,PO PO-0000168 for 189 ITEM-00082s from Umbrella to WH 101. Status: APPROVED. ETA: 2025-05-25. Delay: 146 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000236,600254,1,ITEM-00022,EA,301,41,44,2025-07-17,2025-08-17,2025-09-15,41,3,25QOXO,Initech,IN PROCESS,2025-08-01,29.0,Procurement,,PO PO-0000236 for 41 ITEM-00022s from Initech to WH 301. Status: IN PROCESS. ETA: 2025-08-17. Delay: 29 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000116,600255,8,ITEM-00217,EA,301,101,103,2025-07-19,2025-09-23,2025-09-27,101,2,HSJ0P4,Wayne Industrial,REQUIRES REAPPROVAL,2025-09-05,4.0,Procurement,,PO PO-0000116 for 101 ITEM-00217s from Wayne Industrial to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-09-23. Delay: 4 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000073,600256,9,ITEM-00155,PK,103,134,137,2025-08-03,2025-06-14,2025-08-26,134,3,01YPZF,Acme Parts,APPROVED,2025-07-24,73.0,Procurement,,PO PO-0000073 for 134 ITEM-00155s from Acme Parts to WH 103. Status: APPROVED. ETA: 2025-06-14. Delay: 73 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000047,600257,3,ITEM-00271,BX,103,187,183,2025-11-01,2025-07-23,2025-09-08,183,0,BT6V4H,Contoso Supply,REJECTED,2025-06-28,87.0,Procurement,,PO PO-0000047 for 187 ITEM-00271s from Contoso Supply to WH 103. Status: REJECTED. ETA: 2025-07-23. Delay: 87 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000203,600258,3,ITEM-00187,EA,301,51,54,2025-07-05,2025-04-23,2025-09-27,51,3,8S2MK7,Acme Parts,APPROVED,2025-09-14,157.0,Procurement,,PO PO-0000203 for 51 ITEM-00187s from Acme Parts to WH 301. Status: APPROVED. ETA: 2025-04-23. Delay: 157 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000227,600259,1,ITEM-00229,CT,102,125,121,2025-09-04,2025-10-12,2025-10-13,121,0,J18ITE,Acme Parts,REQUIRES REAPPROVAL,2025-09-10,6.0,Procurement,,PO PO-0000227 for 125 ITEM-00229s from Acme Parts to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-10-12. Delay: 6 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000266,600260,5,ITEM-00035,PK,301,112,115,2025-11-04,2025-04-23,2025-09-07,112,3,1XNM9N,Wayne Industrial,IN PROCESS,2025-07-03,137.0,Procurement,,PO PO-0000266 for 112 ITEM-00035s from Wayne Industrial to WH 301. Status: IN PROCESS. ETA: 2025-04-23. Delay: 137 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000106,600261,9,ITEM-00199,PK,101,16,17,2025-10-14,2025-06-08,2025-10-07,16,1,F75D7G,Wayne Industrial,REJECTED,2025-07-29,121.0,Procurement,,PO PO-0000106 for 16 ITEM-00199s from Wayne Industrial to WH 101. Status: REJECTED. ETA: 2025-06-08. Delay: 121 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000246,600262,1,ITEM-00049,BX,102,50,47,2025-09-06,2025-08-28,2025-08-24,47,0,68I789,Stark Logistics,REJECTED,2025-07-25,51.0,Procurement,,PO PO-0000246 for 50 ITEM-00049s from Stark Logistics to WH 102. Status: REJECTED. ETA: 2025-08-28. Delay: 51 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000085,600263,2,ITEM-00213,CT,201,169,168,2025-08-10,2025-06-29,2025-09-14,168,0,F2SBTK,Stark Logistics,REQUIRES REAPPROVAL,2025-07-10,111.0,Procurement,,PO PO-0000085 for 169 ITEM-00213s from Stark Logistics to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-06-29. Delay: 111 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000118,600264,2,ITEM-00030,PK,201,139,140,2025-10-12,2025-08-07,2025-10-04,139,1,RE1MMC,Wayne Industrial,REQUIRES REAPPROVAL,2025-10-07,58.0,Procurement,,PO PO-0000118 for 139 ITEM-00030s from Wayne Industrial to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-08-07. Delay: 58 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000198,600265,9,ITEM-00008,PK,201,140,143,2025-09-05,2025-09-27,2025-09-23,140,3,0SZF87,Initech,REJECTED,2025-07-20,0.0,Procurement,,PO PO-0000198 for 140 ITEM-00008s from Initech to WH 201. Status: REJECTED. ETA: 2025-09-27. Delay: no delay.,
PO-0000172,600266,5,ITEM-00124,BX,102,147,147,2025-09-29,2025-09-06,2025-09-14,147,0,91JNNY,Initech,REQUIRES REAPPROVAL,2025-07-16,8.0,Procurement,,PO PO-0000172 for 147 ITEM-00124s from Initech to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-09-06. Delay: 8 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000148,600267,1,ITEM-00131,PK,102,13,17,2025-11-04,2025-05-11,2025-09-16,13,4,2QCKJ5,Acme Parts,REQUIRES REAPPROVAL,2025-07-20,128.0,Procurement,,PO PO-0000148 for 13 ITEM-00131s from Acme Parts to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-05-11. Delay: 128 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000026,600268,5,ITEM-00286,PK,301,179,182,2025-09-02,2025-08-08,2025-10-03,179,3,P9NHAB,Umbrella,REQUIRES REAPPROVAL,2025-09-03,56.0,Procurement,,PO PO-0000026 for 179 ITEM-00286s from Umbrella to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-08-08. Delay: 56 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000156,600269,7,ITEM-00166,CT,201,85,84,2025-08-07,2025-10-17,2025-08-23,84,0,B72EHS,Contoso Supply,REQUIRES REAPPROVAL,2025-08-26,1.0,Procurement,,PO PO-0000156 for 85 ITEM-00166s from Contoso Supply to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-10-17. Delay: 1 day.,
PO-0000061,600270,1,ITEM-00069,EA,102,104,102,2025-07-27,2025-09-11,2025-10-17,102,0,6VO1EH,Initech,REJECTED,2025-10-07,37.0,Procurement,,PO PO-0000061 for 104 ITEM-00069s from Initech to WH 102. Status: REJECTED. ETA: 2025-09-11. Delay: 37 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000066,600271,4,ITEM-00093,BX,103,76,76,2025-09-28,2025-07-30,2025-09-08,76,0,415MDD,Stark Logistics,REQUIRES REAPPROVAL,2025-09-23,40.0,Procurement,,PO PO-0000066 for 76 ITEM-00093s from Stark Logistics to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-07-30. Delay: 40 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000127,600272,4,ITEM-00287,CT,101,38,38,2025-09-08,2025-05-09,2025-08-27,38,0,THDLRE,Initech,IN PROCESS,2025-09-20,110.0,Procurement,,PO PO-0000127 for 38 ITEM-00287s from Initech to WH 101. Status: IN PROCESS. ETA: 2025-05-09. Delay: 110 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000182,600273,4,ITEM-00015,CT,102,77,77,2025-09-10,2025-06-01,2025-10-11,77,0,U9439X,Acme Parts,APPROVED,2025-09-05,132.0,Procurement,,PO PO-0000182 for 77 ITEM-00015s from Acme Parts to WH 102. Status: APPROVED. ETA: 2025-06-01. Delay: 132 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000118,600274,8,ITEM-00279,BX,101,132,128,2025-07-25,2025-05-02,2025-08-23,128,0,RE1MMC,Wayne Industrial,REQUIRES REAPPROVAL,2025-10-07,169.0,Procurement,,PO PO-0000118 for 132 ITEM-00279s from Wayne Industrial to WH 101. Status: REQUIRES REAPPROVAL. ETA: 2025-05-02. Delay: 169 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000260,600275,1,ITEM-00267,BX,301,10,5,2025-10-14,2025-06-03,2025-10-09,5,0,AVSDB2,Globex Ltd,IN PROCESS,2025-09-26,137.0,Procurement,,PO PO-0000260 for 10 ITEM-00267s from Globex Ltd to WH 301. Status: IN PROCESS. ETA: 2025-06-03. Delay: 137 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000089,600276,1,ITEM-00192,PK,102,41,40,2025-10-01,2025-09-18,2025-10-08,40,0,QRPPBL,Contoso Supply,IN PROCESS,2025-08-10,30.0,Procurement,,PO PO-0000089 for 41 ITEM-00192s from Contoso Supply to WH 102. Status: IN PROCESS. ETA: 2025-09-18. Delay: 30 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000130,600277,5,ITEM-00228,EA,301,45,47,2025-07-24,2025-05-01,2025-10-10,45,2,KD59EV,Contoso Supply,APPROVED,2025-07-03,162.0,Procurement,,PO PO-0000130 for 45 ITEM-00228s from Contoso Supply to WH 301. Status: APPROVED. ETA: 2025-05-01. Delay: 162 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000082,600278,8,ITEM-00081,BX,301,111,114,2025-09-20,2025-04-29,2025-10-06,111,3,FLXSOJ,Contoso Supply,REQUIRES REAPPROVAL,2025-07-06,160.0,Procurement,,PO PO-0000082 for 111 ITEM-00081s from Contoso Supply to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-04-29. Delay: 160 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000105,600279,2,ITEM-00016,BX,103,134,134,2025-07-27,2025-05-11,2025-10-10,134,0,YNL6YT,Wayne Industrial,APPROVED,2025-07-15,152.0,Procurement,,PO PO-0000105 for 134 ITEM-00016s from Wayne Industrial to WH 103. Status: APPROVED. ETA: 2025-05-11. Delay: 152 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000080,600280,4,ITEM-00014,EA,201,50,52,2025-07-26,2025-05-20,2025-08-21,50,2,DEBNEJ,Acme Parts,IN PROCESS,2025-10-13,93.0,Procurement,,PO PO-0000080 for 50 ITEM-00014s from Acme Parts to WH 201. Status: IN PROCESS. ETA: 2025-05-20. Delay: 93 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000159,600281,4,ITEM-00245,EA,101,156,155,2025-07-06,2025-08-29,2025-10-05,155,0,C1JR2Y,Globex Ltd,REQUIRES REAPPROVAL,2025-09-24,50.0,Procurement,,PO PO-0000159 for 156 ITEM-00245s from Globex Ltd to WH 101. Status: REQUIRES REAPPROVAL. ETA: 2025-08-29. Delay: 50 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000269,600282,5,ITEM-00279,PK,102,37,40,2025-10-05,2025-08-11,2025-09-27,37,3,II2F44,Globex Ltd,APPROVED,2025-06-24,47.0,Procurement,,PO PO-0000269 for 37 ITEM-00279s from Globex Ltd to WH 102. Status: APPROVED. ETA: 2025-08-11. Delay: 47 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000131,600283,2,ITEM-00083,PK,301,110,114,2025-08-25,2025-06-05,2025-08-26,110,4,63RGAY,Stark Logistics,REJECTED,2025-10-01,82.0,Procurement,,PO PO-0000131 for 110 ITEM-00083s from Stark Logistics to WH 301. Status: REJECTED. ETA: 2025-06-05. Delay: 82 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000243,600284,1,ITEM-00280,BX,201,49,48,2025-10-03,2025-09-01,2025-10-04,48,0,KJY9JV,Contoso Supply,REJECTED,2025-08-26,47.0,Procurement,,PO PO-0000243 for 49 ITEM-00280s from Contoso Supply to WH 201. Status: REJECTED. ETA: 2025-09-01. Delay: 47 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000014,600285,7,ITEM-00190,CT,101,162,163,2025-07-18,2025-05-01,2025-09-11,162,1,HNMKX6,Globex Ltd,IN PROCESS,2025-09-15,133.0,Procurement,,PO PO-0000014 for 162 ITEM-00190s from Globex Ltd to WH 101. Status: IN PROCESS. ETA: 2025-05-01. Delay: 133 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000125,600286,5,ITEM-00123,EA,103,91,91,2025-08-08,2025-09-06,2025-10-03,91,0,YZ0KHV,Stark Logistics,REJECTED,2025-09-08,27.0,Procurement,,PO PO-0000125 for 91 ITEM-00123s from Stark Logistics to WH 103. Status: REJECTED. ETA: 2025-09-06. Delay: 27 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000024,600287,2,ITEM-00027,CT,101,55,57,2025-11-10,2025-08-26,2025-10-14,55,2,5F6BGR,Wayne Industrial,APPROVED,2025-09-17,49.0,Procurement,,PO PO-0000024 for 55 ITEM-00027s from Wayne Industrial to WH 101. Status: APPROVED. ETA: 2025-08-26. Delay: 49 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000240,600288,5,ITEM-00227,CT,103,113,112,2025-07-04,2025-10-15,2025-08-29,112,0,UK07VC,Contoso Supply,REJECTED,2025-08-15,3.0,Procurement,,PO PO-0000240 for 113 ITEM-00227s from Contoso Supply to WH 103. Status: REJECTED. ETA: 2025-10-15. Delay: 3 days.,
PO-0000092,600289,5,ITEM-00039,BX,101,177,181,2025-07-06,2025-09-27,2025-10-07,177,4,9BZXZT,Stark Logistics,REJECTED,2025-08-12,10.0,Procurement,,PO PO-0000092 for 177 ITEM-00039s from Stark Logistics to WH 101. Status: REJECTED. ETA: 2025-09-27. Delay: 10 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000036,600290,3,ITEM-00155,EA,201,107,103,2025-08-11,2025-06-05,2025-10-10,103,0,E8812A,Initech,APPROVED,2025-07-31,135.0,Procurement,,PO PO-0000036 for 107 ITEM-00155s from Initech to WH 201. Status: APPROVED. ETA: 2025-06-05. Delay: 135 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000070,600291,5,ITEM-00210,CT,101,4,5,2025-10-13,2025-07-17,2025-10-17,4,1,1CT9WM,Stark Logistics,REJECTED,2025-06-30,92.0,Procurement,,PO PO-0000070 for 4 ITEM-00210s from Stark Logistics to WH 101. Status: REJECTED. ETA: 2025-07-17. Delay: 92 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000245,600292,3,ITEM-00195,EA,103,7,11,2025-11-02,2025-06-13,2025-09-16,7,4,47X297,Acme Parts,APPROVED,2025-09-27,95.0,Procurement,,PO PO-0000245 for 7 ITEM-00195s from Acme Parts to WH 103. Status: APPROVED. ETA: 2025-06-13. Delay: 95 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000197,600293,5,ITEM-00268,BX,102,117,113,2025-07-26,2025-07-11,2025-10-14,113,0,CDIETI,Globex Ltd,APPROVED,2025-09-30,99.0,Procurement,,PO PO-0000197 for 117 ITEM-00268s from Globex Ltd to WH 102. Status: APPROVED. ETA: 2025-07-11. Delay: 99 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000131,600294,2,ITEM-00160,PK,301,104,104,2025-09-16,2025-05-20,2025-08-25,104,0,63RGAY,Stark Logistics,REJECTED,2025-10-01,97.0,Procurement,,PO PO-0000131 for 104 ITEM-00160s from Stark Logistics to WH 301. Status: REJECTED. ETA: 2025-05-20. Delay: 97 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000090,600295,6,ITEM-00005,PK,201,20,24,2025-09-25,2025-10-09,2025-10-13,20,4,43H78W,Wayne Industrial,IN PROCESS,2025-08-09,4.0,Procurement,,PO PO-0000090 for 20 ITEM-00005s from Wayne Industrial to WH 201. Status: IN PROCESS. ETA: 2025-10-09. Delay: 4 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000183,600296,8,ITEM-00257,PK,103,152,155,2025-07-18,2025-09-09,2025-09-17,152,3,8XO0JC,Stark Logistics,REQUIRES REAPPROVAL,2025-10-03,8.0,Procurement,,PO PO-0000183 for 152 ITEM-00257s from Stark Logistics to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-09-09. Delay: 8 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000271,600297,5,ITEM-00250,CT,102,118,116,2025-08-27,2025-10-11,2025-10-02,116,0,7A8N1S,Stark Logistics,REJECTED,2025-06-23,7.0,Procurement,,PO PO-0000271 for 118 ITEM-00250s from Stark Logistics to WH 102. Status: REJECTED. ETA: 2025-10-11. Delay: 7 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000157,600298,7,ITEM-00268,CT,103,129,130,2025-10-30,2025-07-19,2025-09-21,129,1,GRHTDD,Stark Logistics,IN PROCESS,2025-08-26,64.0,Procurement,,PO PO-0000157 for 129 ITEM-00268s from Stark Logistics to WH 103. Status: IN PROCESS. ETA: 2025-07-19. Delay: 64 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000076,600299,1,ITEM-00137,EA,103,22,24,2025-07-11,2025-07-06,2025-08-30,22,2,K663PT,Umbrella,IN PROCESS,2025-09-26,55.0,Procurement,,PO PO-0000076 for 22 ITEM-00137s from Umbrella to WH 103. Status: IN PROCESS. ETA: 2025-07-06. Delay: 55 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000242,600300,3,ITEM-00050,EA,201,36,36,2025-08-26,2025-07-03,2025-10-05,36,0,JQ5WG7,Umbrella,IN PROCESS,2025-08-01,94.0,Procurement,,PO PO-0000242 for 36 ITEM-00050s from Umbrella to WH 201. Status: IN PROCESS. ETA: 2025-07-03. Delay: 94 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000104,600301,7,ITEM-00053,BX,102,143,145,2025-09-22,2025-05-13,2025-09-23,143,2,8TSF53,Globex Ltd,REJECTED,2025-07-13,133.0,Procurement,,PO PO-0000104 for 143 ITEM-00053s from Globex Ltd to WH 102. Status: REJECTED. ETA: 2025-05-13. Delay: 133 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000211,600302,5,ITEM-00005,CT,301,158,161,2025-10-29,2025-07-27,2025-08-20,158,3,MOPVSP,Contoso Supply,REQUIRES REAPPROVAL,2025-07-18,24.0,Procurement,,PO PO-0000211 for 158 ITEM-00005s from Contoso Supply to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-07-27. Delay: 24 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000231,600303,9,ITEM-00197,PK,301,58,53,2025-09-23,2025-08-02,2025-09-15,53,0,SMADE0,Umbrella,IN PROCESS,2025-09-09,77.0,Procurement,,PO PO-0000231 for 58 ITEM-00197s from Umbrella to WH 301. Status: IN PROCESS. ETA: 2025-08-02. Delay: 77 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000155,600304,4,ITEM-00292,CT,101,20,15,2025-08-17,2025-06-18,2025-09-14,15,0,CKLQ8U,Stark Logistics,REQUIRES REAPPROVAL,2025-10-18,122.0,Procurement,,PO PO-0000155 for 20 ITEM-00292s from Stark Logistics to WH 101. Status: REQUIRES REAPPROVAL. ETA: 2025-06-18. Delay: 122 days. SLA: SLA_BREACH.,SLA_BREACH
