lpn_number,delivery_number,delivery_detail_id,serial_number,asset_tag,requested_by_user_id,creation_date,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
LPN-0000085,DEL-000096,700374,SN36SL8ZNO,AST-ESMFCA,DHAD0A,2025-09-29,0.0,Outbound Logistics,,SERIAL SN36SL8ZNO in LPN LPN-0000085 (delivery DEL-000096) Created: 2025-09-29. Asset tag present.,
LPN-0000156,DEL-000065,700375,SN6LCC2BOF,AST-0HEFIH,XFAOSJ,2025-10-05,0.0,Outbound Logistics,,SERIAL SN6LCC2BOF in LPN LPN-0000156 (delivery DEL-000065) Created: 2025-10-05. Asset tag present.,
LPN-0000156,DEL-000065,700375,SN7U0SLQD8,AST-XCG57X,XFAOSJ,2025-10-05,0.0,Outbound Logistics,,SERIAL SN7U0SLQD8 in LPN LPN-0000156 (delivery DEL-000065) Created: 2025-10-05. Asset tag present.,
LPN-0000156,DEL-000065,700375,SNYGXLODAA,AST-DL9G0G,XFAOSJ,2025-10-05,0.0,Outbound Logistics,,SERIAL SNYGXLODAA in LPN LPN-0000156 (delivery DEL-000065) Created: 2025-10-05. Asset tag present.,
LPN-0000156,DEL-000065,700375,SNSZY5KJ0K,AST-QGCLVZ,XFAOSJ,2025-10-05,0.0,Outbound Logistics,,SERIAL SNSZY5KJ0K in LPN LPN-0000156 (delivery DEL-000065) Created: 2025-10-05. Asset tag present.,
LPN-0000016,DEL-000164,700376,SN2SATJ9N7,AST-KQUV0T,TDTGWP,2025-09-18,0.0,Outbound Logistics,,SERIAL SN2SATJ9N7 in LPN LPN-0000016 (delivery DEL-000164) Created: 2025-09-18. Asset tag present.,
LPN-0000016,DEL-000164,700376,SNIBW4UPHS,AST-9E6RZZ,TDTGWP,2025-09-18,0.0,Outbound Logistics,,SERIAL SNIBW4UPHS in LPN LPN-0000016 (delivery DEL-000164) Created: 2025-09-18. Asset tag present.,
LPN-0000016,DEL-000164,700376,SNPU7KNZ69,AST-X9ID6S,TDTGWP,2025-09-18,0.0,Outbound Logistics,,SERIAL SNPU7KNZ69 in LPN LPN-0000016 (delivery DEL-000164) Created: 2025-09-18. Asset tag present.,
LPN-0000016,DEL-000164,700376,SNJY8F7GE3,AST-7T6J62,TDTGWP,2025-09-18,0.0,Outbound Logistics,,SERIAL SNJY8F7GE3 in LPN LPN-0000016 (delivery DEL-000164) Created: 2025-09-18. Asset tag present.,
LPN-0000072,DEL-000088,700377,SNRQ7XFTP5,AST-RC2M1S,0XM2O8,2025-10-10,0.0,Outbound Logistics,,SERIAL SNRQ7XFTP5 in LPN LPN-0000072 (delivery DEL-000088) Created: 2025-10-10. Asset tag present.,
LPN-0000072,DEL-000088,700377,SN1OBEEZHD,AST-OSMV8M,0XM2O8,2025-10-10,0.0,Outbound Logistics,,SERIAL SN1OBEEZHD in LPN LPN-0000072 (delivery DEL-000088) Created: 2025-10-10. Asset tag present.,
LPN-0000072,DEL-000088,700377,SN9FDWJQJO,AST-K1CX5O,0XM2O8,2025-10-10,0.0,Outbound Logistics,,SERIAL SN9FDWJQJO in LPN LPN-0000072 (delivery DEL-000088) Created: 2025-10-10. Asset tag present.,
LPN-0000072,DEL-000088,700377,SNONV0FXJ8,AST-E1RD63,0XM2O8,2025-10-10,0.0,Outbound Logistics,,SERIAL SNONV0FXJ8 in LPN LPN-0000072 (delivery DEL-000088) Created: 2025-10-10. Asset tag present.,
LPN-0000072,DEL-000088,700377,SNMZD04WF9,AST-LFH226,0XM2O8,2025-10-10,0.0,Outbound Logistics,,SERIAL SNMZD04WF9 in LPN LPN-0000072 (delivery DEL-000088) Created: 2025-10-10. Asset tag present.,
LPN-0000082,DEL-000105,700378,SNRK1C0RCB,AST-7G7K34,20G9EP,2025-10-17,0.0,Outbound Logistics,,SERIAL SNRK1C0RCB in LPN LPN-0000082 (delivery DEL-000105) Created: 2025-10-17. Asset tag present.,
LPN-0000082,DEL-000105,700378,SN675C2YUS,AST-6P8UXW,20G9EP,2025-10-17,0.0,Outbound Logistics,,SERIAL SN675C2YUS in LPN LPN-0000082 (delivery DEL-000105) Created: 2025-10-17. Asset tag present.,
LPN-0000082,DEL-000105,700378,SN2AOG4WR8,AST-8H7WMF,20G9EP,2025-10-17,0.0,Outbound Logistics,,SERIAL SN2AOG4WR8 in LPN LPN-0000082 (delivery DEL-000105) Created: 2025-10-17. Asset tag present.,
LPN-0000172,DEL-000077,700379,SNKUKY2KZ3,AST-744OFN,9JLRQB,2025-09-04,0.0,Outbound Logistics,,SERIAL SNKUKY2KZ3 in LPN LPN-0000172 (delivery DEL-000077) Created: 2025-09-04. Asset tag present.,
LPN-0000192,DEL-000092,700380,SNPD54RSTM,AST-Q4ZTHX,6TL4KT,2025-09-19,0.0,Outbound Logistics,,SERIAL SNPD54RSTM in LPN LPN-0000192 (delivery DEL-000092) Created: 2025-09-19. Asset tag present.,
LPN-0000129,DEL-000218,700381,SNZL85CSMD,AST-GOZQ29,H16W7A,2025-09-24,0.0,Outbound Logistics,,SERIAL SNZL85CSMD in LPN LPN-0000129 (delivery DEL-000218) Created: 2025-09-24. Asset tag present.,
LPN-0000129,DEL-000218,700381,SN0XCZKUYQ,AST-GP447E,H16W7A,2025-09-24,0.0,Outbound Logistics,,SERIAL SN0XCZKUYQ in LPN LPN-0000129 (delivery DEL-000218) Created: 2025-09-24. Asset tag present.,
LPN-0000129,DEL-000218,700381,SN6GS64Z80,AST-HNXJC0,H16W7A,2025-09-24,0.0,Outbound Logistics,,SERIAL SN6GS64Z80 in LPN LPN-0000129 (delivery DEL-000218) Created: 2025-09-24. Asset tag present.,
LPN-0000042,DEL-000209,700382,SNPKPUSNNZ,AST-JAMSKI,CUCVCE,2025-09-08,0.0,Outbound Logistics,,SERIAL SNPKPUSNNZ in LPN LPN-0000042 (delivery DEL-000209) Created: 2025-09-08. Asset tag present.,
LPN-0000042,DEL-000209,700382,SNEIXCYUXH,AST-01ZLKR,CUCVCE,2025-09-08,0.0,Outbound Logistics,,SERIAL SNEIXCYUXH in LPN LPN-0000042 (delivery DEL-000209) Created: 2025-09-08. Asset tag present.,
LPN-0000042,DEL-000209,700382,SN38YDYL4V,AST-JDRU6L,CUCVCE,2025-09-08,0.0,Outbound Logistics,,SERIAL SN38YDYL4V in LPN LPN-0000042 (delivery DEL-000209) Created: 2025-09-08. Asset tag present.,
LPN-0000141,DEL-000128,700383,SNSREYOSNS,AST-VC7IBX,R72UI8,2025-10-16,0.0,Outbound Logistics,,SERIAL SNSREYOSNS in LPN LPN-0000141 (delivery DEL-000128) Created: 2025-10-16. Asset tag present.,
LPN-0000195,DEL-000223,700384,SNKLXK58KP,AST-ELY6KJ,KLNOZM,2025-10-10,0.0,Outbound Logistics,,SERIAL SNKLXK58KP in LPN LPN-0000195 (delivery DEL-000223) Created: 2025-10-10. Asset tag present.,
LPN-0000195,DEL-000223,700384,SNXW1P7DEG,AST-HC4V3R,KLNOZM,2025-10-10,0.0,Outbound Logistics,,SERIAL SNXW1P7DEG in LPN LPN-0000195 (delivery DEL-000223) Created: 2025-10-10. Asset tag present.,
LPN-0000216,DEL-000210,700385,SNSJENRUD7,AST-U3SQ6N,XFZY31,2025-09-13,0.0,Outbound Logistics,,SERIAL SNSJENRUD7 in LPN LPN-0000216 (delivery DEL-000210) Created: 2025-09-13. Asset tag present.,
LPN-0000216,DEL-000210,700385,SNLNM0ZLS6,AST-KL1RHT,XFZY31,2025-09-13,0.0,Outbound Logistics,,SERIAL SNLNM0ZLS6 in LPN LPN-0000216 (delivery DEL-000210) Created: 2025-09-13. Asset tag present.,
LPN-0000216,DEL-000210,700385,SN045P424Y,AST-Y8V5HU,XFZY31,2025-09-13,0.0,Outbound Logistics,,SERIAL SN045P424Y in LPN LPN-0000216 (delivery DEL-000210) Created: 2025-09-13. Asset tag present.,
LPN-0000056,DEL-000177,700386,SNRO6GJYQQ,AST-GNSAE1,V8AUP7,2025-10-09,0.0,Outbound Logistics,,SERIAL SNRO6GJYQQ in LPN LPN-0000056 (delivery DEL-000177) Created: 2025-10-09. Asset tag present.,
LPN-0000056,DEL-000177,700386,SNXAFNBIXR,AST-Z8TND2,V8AUP7,2025-10-09,0.0,Outbound Logistics,,SERIAL SNXAFNBIXR in LPN LPN-0000056 (delivery DEL-000177) Created: 2025-10-09. Asset tag present.,
LPN-0000188,DEL-000202,700387,SNURYMK5S9,AST-L6F1FF,D3VD9I,2025-09-14,0.0,Outbound Logistics,,SERIAL SNURYMK5S9 in LPN LPN-0000188 (delivery DEL-000202) Created: 2025-09-14. Asset tag present.,
LPN-0000188,DEL-000202,700387,SNWOETF7YY,AST-7MOSXH,D3VD9I,2025-09-14,0.0,Outbound Logistics,,SERIAL SNWOETF7YY in LPN LPN-0000188 (delivery DEL-000202) Created: 2025-09-14. Asset tag present.,
LPN-0000129,DEL-000039,700388,SNU995ISUI,AST-R3W4XM,H16W7A,2025-09-04,0.0,Outbound Logistics,,SERIAL SNU995ISUI in LPN LPN-0000129 (delivery DEL-000039) Created: 2025-09-04. Asset tag present.,
LPN-0000129,DEL-000039,700388,SN9SP349OQ,AST-3Y1UFE,H16W7A,2025-09-04,0.0,Outbound Logistics,,SERIAL SN9SP349OQ in LPN LPN-0000129 (delivery DEL-000039) Created: 2025-09-04. Asset tag present.,
LPN-0000114,DEL-000020,700389,SNYOQEOD1Y,AST-G4REBK,YVJV7Y,2025-10-15,0.0,Outbound Logistics,,SERIAL SNYOQEOD1Y in LPN LPN-0000114 (delivery DEL-000020) Created: 2025-10-15. Asset tag present.,
LPN-0000028,DEL-000021,700390,SNNMU626YX,AST-HB0I9I,VJN99C,2025-08-19,0.0,Outbound Logistics,,SERIAL SNNMU626YX in LPN LPN-0000028 (delivery DEL-000021) Created: 2025-08-19. Asset tag present.,
LPN-0000028,DEL-000021,700390,SNL5MUK44U,AST-Q930PI,VJN99C,2025-08-19,0.0,Outbound Logistics,,SERIAL SNL5MUK44U in LPN LPN-0000028 (delivery DEL-000021) Created: 2025-08-19. Asset tag present.,
LPN-0000028,DEL-000021,700390,SNJBVAE2K9,AST-BPLLKN,VJN99C,2025-08-19,0.0,Outbound Logistics,,SERIAL SNJBVAE2K9 in LPN LPN-0000028 (delivery DEL-000021) Created: 2025-08-19. Asset tag present.,
LPN-0000028,DEL-000021,700390,SN9QUGEQ7D,AST-84AS2F,VJN99C,2025-08-19,0.0,Outbound Logistics,,SERIAL SN9QUGEQ7D in LPN LPN-0000028 (delivery DEL-000021) Created: 2025-08-19. Asset tag present.,
LPN-0000151,DEL-000162,700391,SNN26HHDR2,AST-VOJLW8,EAPM7R,2025-09-03,0.0,Outbound Logistics,,SERIAL SNN26HHDR2 in LPN LPN-0000151 (delivery DEL-000162) Created: 2025-09-03. Asset tag present.,
LPN-0000151,DEL-000162,700391,SN5W77BBIG,AST-V9IEJ6,EAPM7R,2025-09-03,0.0,Outbound Logistics,,SERIAL SN5W77BBIG in LPN LPN-0000151 (delivery DEL-000162) Created: 2025-09-03. Asset tag present.,
LPN-0000151,DEL-000162,700391,SNIV3J1OSG,AST-FWQRP0,EAPM7R,2025-09-03,0.0,Outbound Logistics,,SERIAL SNIV3J1OSG in LPN LPN-0000151 (delivery DEL-000162) Created: 2025-09-03. Asset tag present.,
LPN-0000208,DEL-000192,700392,SN1AQC7XYJ,AST-BRISVR,Z9ZNG2,2025-08-24,0.0,Outbound Logistics,,SERIAL SN1AQC7XYJ in LPN LPN-0000208 (delivery DEL-000192) Created: 2025-08-24. Asset tag present.,
LPN-0000208,DEL-000192,700392,SNQM8X4A7Z,AST-CFXU37,Z9ZNG2,2025-08-24,0.0,Outbound Logistics,,SERIAL SNQM8X4A7Z in LPN LPN-0000208 (delivery DEL-000192) Created: 2025-08-24. Asset tag present.,
LPN-0000208,DEL-000192,700392,SN7C31WOZU,AST-W41T2C,Z9ZNG2,2025-08-24,0.0,Outbound Logistics,,SERIAL SN7C31WOZU in LPN LPN-0000208 (delivery DEL-000192) Created: 2025-08-24. Asset tag present.,
LPN-0000208,DEL-000192,700392,SNPI6PNRQE,AST-2K4XRU,Z9ZNG2,2025-08-24,0.0,Outbound Logistics,,SERIAL SNPI6PNRQE in LPN LPN-0000208 (delivery DEL-000192) Created: 2025-08-24. Asset tag present.,
LPN-0000172,DEL-000107,700393,SNBI4NGH5Y,AST-VONPLW,9JLRQB,2025-09-04,0.0,Outbound Logistics,,SERIAL SNBI4NGH5Y in LPN LPN-0000172 (delivery DEL-000107) Created: 2025-09-04. Asset tag present.,
LPN-0000172,DEL-000107,700393,SN71YVK7D8,AST-KGHKE0,9JLRQB,2025-09-04,0.0,Outbound Logistics,,SERIAL SN71YVK7D8 in LPN LPN-0000172 (delivery DEL-000107) Created: 2025-09-04. Asset tag present.,
LPN-0000030,DEL-000102,700394,SN64OWZBWZ,AST-9WRIEQ,6TMWLQ,2025-08-16,0.0,Outbound Logistics,,SERIAL SN64OWZBWZ in LPN LPN-0000030 (delivery DEL-000102) Created: 2025-08-16. Asset tag present.,
LPN-0000030,DEL-000102,700394,SNI548SXVB,AST-CE705D,6TMWLQ,2025-08-16,0.0,Outbound Logistics,,SERIAL SNI548SXVB in LPN LPN-0000030 (delivery DEL-000102) Created: 2025-08-16. Asset tag present.,
LPN-0000030,DEL-000102,700394,SN6B2W5DTO,AST-19NZUS,6TMWLQ,2025-08-16,0.0,Outbound Logistics,,SERIAL SN6B2W5DTO in LPN LPN-0000030 (delivery DEL-000102) Created: 2025-08-16. Asset tag present.,
LPN-0000030,DEL-000102,700394,SNQ0ZLEXSO,AST-TT2L84,6TMWLQ,2025-08-16,0.0,Outbound Logistics,,SERIAL SNQ0ZLEXSO in LPN LPN-0000030 (delivery DEL-000102) Created: 2025-08-16. Asset tag present.,
LPN-0000144,DEL-000104,700395,SNR72ZQVQP,AST-6Q8YDW,5BKFQJ,2025-07-28,0.0,Outbound Logistics,,SERIAL SNR72ZQVQP in LPN LPN-0000144 (delivery DEL-000104) Created: 2025-07-28. Asset tag present.,
LPN-0000144,DEL-000104,700395,SNT12NEII3,AST-RXAJRJ,5BKFQJ,2025-07-28,0.0,Outbound Logistics,,SERIAL SNT12NEII3 in LPN LPN-0000144 (delivery DEL-000104) Created: 2025-07-28. Asset tag present.,
LPN-0000144,DEL-000104,700395,SNR6Y72WWU,AST-69N0MR,5BKFQJ,2025-07-28,0.0,Outbound Logistics,,SERIAL SNR6Y72WWU in LPN LPN-0000144 (delivery DEL-000104) Created: 2025-07-28. Asset tag present.,
LPN-0000015,DEL-000054,700396,SN42XYKLFW,AST-YPQGHY,QVUQU3,2025-10-04,0.0,Outbound Logistics,,SERIAL SN42XYKLFW in LPN LPN-0000015 (delivery DEL-000054) Created: 2025-10-04. Asset tag present.,
LPN-0000015,DEL-000054,700396,SNH6SVFEGF,AST-TI5G5D,QVUQU3,2025-10-04,0.0,Outbound Logistics,,SERIAL SNH6SVFEGF in LPN LPN-0000015 (delivery DEL-000054) Created: 2025-10-04. Asset tag present.,
LPN-0000015,DEL-000054,700396,SN6UP19IZR,AST-F0SEK0,QVUQU3,2025-10-04,0.0,Outbound Logistics,,SERIAL SN6UP19IZR in LPN LPN-0000015 (delivery DEL-000054) Created: 2025-10-04. Asset tag present.,
LPN-0000181,DEL-000081,700397,SNRQWYQRHF,AST-ZMZ0OB,89TMU9,2025-09-03,0.0,Outbound Logistics,,SERIAL SNRQWYQRHF in LPN LPN-0000181 (delivery DEL-000081) Created: 2025-09-03. Asset tag present.,
LPN-0000181,DEL-000081,700397,SN6P1PYKBD,AST-R11HJQ,89TMU9,2025-09-03,0.0,Outbound Logistics,,SERIAL SN6P1PYKBD in LPN LPN-0000181 (delivery DEL-000081) Created: 2025-09-03. Asset tag present.,
LPN-0000181,DEL-000081,700397,SN38508I13,AST-J5D4TP,89TMU9,2025-09-03,0.0,Outbound Logistics,,SERIAL SN38508I13 in LPN LPN-0000181 (delivery DEL-000081) Created: 2025-09-03. Asset tag present.,
LPN-0000181,DEL-000081,700397,SN7S651E7R,AST-RY1Y70,89TMU9,2025-09-03,0.0,Outbound Logistics,,SERIAL SN7S651E7R in LPN LPN-0000181 (delivery DEL-000081) Created: 2025-09-03. Asset tag present.,
LPN-0000007,DEL-000098,700398,SNE9SJ3B2H,AST-OPJ33R,OYDAPL,2025-09-16,0.0,Outbound Logistics,,SERIAL SNE9SJ3B2H in LPN LPN-0000007 (delivery DEL-000098) Created: 2025-09-16. Asset tag present.,
LPN-0000007,DEL-000098,700398,SNAURHS5WA,AST-760GRA,OYDAPL,2025-09-16,0.0,Outbound Logistics,,SERIAL SNAURHS5WA in LPN LPN-0000007 (delivery DEL-000098) Created: 2025-09-16. Asset tag present.,
LPN-0000007,DEL-000098,700398,SN6FWB7CNU,AST-KIQCS4,OYDAPL,2025-09-16,0.0,Outbound Logistics,,SERIAL SN6FWB7CNU in LPN LPN-0000007 (delivery DEL-000098) Created: 2025-09-16. Asset tag present.,
LPN-0000007,DEL-000098,700398,SNQFADT59Z,AST-R8951R,OYDAPL,2025-09-16,0.0,Outbound Logistics,,SERIAL SNQFADT59Z in LPN LPN-0000007 (delivery DEL-000098) Created: 2025-09-16. Asset tag present.,
LPN-0000007,DEL-000098,700398,SN1K4KYJTN,AST-658CTT,OYDAPL,2025-09-16,0.0,Outbound Logistics,,SERIAL SN1K4KYJTN in LPN LPN-0000007 (delivery DEL-000098) Created: 2025-09-16. Asset tag present.,
LPN-0000203,DEL-000217,700399,SNNXISW5X8,AST-OZKHJJ,ZZPUY4,2025-10-06,0.0,Outbound Logistics,,SERIAL SNNXISW5X8 in LPN LPN-0000203 (delivery DEL-000217) Created: 2025-10-06. Asset tag present.,
LPN-0000203,DEL-000217,700399,SNN5GFXEJ0,AST-Q7SYNZ,ZZPUY4,2025-10-06,0.0,Outbound Logistics,,SERIAL SNN5GFXEJ0 in LPN LPN-0000203 (delivery DEL-000217) Created: 2025-10-06. Asset tag present.,
LPN-0000203,DEL-000217,700399,SNDA909111,AST-2DPORD,ZZPUY4,2025-10-06,0.0,Outbound Logistics,,SERIAL SNDA909111 in LPN LPN-0000203 (delivery DEL-000217) Created: 2025-10-06. Asset tag present.,
LPN-0000241,DEL-000045,700400,SNS6D5VQ4J,AST-Z9E26X,9FKHPT,2025-10-16,0.0,Outbound Logistics,,SERIAL SNS6D5VQ4J in LPN LPN-0000241 (delivery DEL-000045) Created: 2025-10-16. Asset tag present.,
LPN-0000186,DEL-000146,700401,SNOGWNTNGA,AST-R2P7PL,2JC5JJ,2025-10-07,0.0,Outbound Logistics,,SERIAL SNOGWNTNGA in LPN LPN-0000186 (delivery DEL-000146) Created: 2025-10-07. Asset tag present.,
LPN-0000186,DEL-000146,700401,SNSKIPPQ2Y,AST-4GTMRW,2JC5JJ,2025-10-07,0.0,Outbound Logistics,,SERIAL SNSKIPPQ2Y in LPN LPN-0000186 (delivery DEL-000146) Created: 2025-10-07. Asset tag present.,
LPN-0000186,DEL-000146,700401,SNJ5GUMLZ0,AST-IKNXQR,2JC5JJ,2025-10-07,0.0,Outbound Logistics,,SERIAL SNJ5GUMLZ0 in LPN LPN-0000186 (delivery DEL-000146) Created: 2025-10-07. Asset tag present.,
LPN-0000031,DEL-000148,700402,SN7HPHG0D1,AST-IJM527,78RY2F,2025-10-16,0.0,Outbound Logistics,,SERIAL SN7HPHG0D1 in LPN LPN-0000031 (delivery DEL-000148) Created: 2025-10-16. Asset tag present.,
LPN-0000031,DEL-000148,700402,SN4NWQ0NQQ,AST-1F07HA,78RY2F,2025-10-16,0.0,Outbound Logistics,,SERIAL SN4NWQ0NQQ in LPN LPN-0000031 (delivery DEL-000148) Created: 2025-10-16. Asset tag present.,
LPN-0000031,DEL-000148,700402,SN0KFERWLL,AST-6WCEUX,78RY2F,2025-10-16,0.0,Outbound Logistics,,SERIAL SN0KFERWLL in LPN LPN-0000031 (delivery DEL-000148) Created: 2025-10-16. Asset tag present.,
LPN-0000031,DEL-000148,700402,SNCJ46OYBE,AST-GYX7RT,78RY2F,2025-10-16,0.0,Outbound Logistics,,SERIAL SNCJ46OYBE in LPN LPN-0000031 (delivery DEL-000148) Created: 2025-10-16. Asset tag present.,
LPN-0000212,DEL-000108,700403,SNNEE07S55,AST-ZW9OA2,TRGTUR,2025-10-15,0.0,Outbound Logistics,,SERIAL SNNEE07S55 in LPN LPN-0000212 (delivery DEL-000108) Created: 2025-10-15. Asset tag present.,
LPN-0000212,DEL-000108,700403,SNKL0LGCG8,AST-MBYHZH,TRGTUR,2025-10-15,0.0,Outbound Logistics,,SERIAL SNKL0LGCG8 in LPN LPN-0000212 (delivery DEL-000108) Created: 2025-10-15. Asset tag present.,
LPN-0000212,DEL-000108,700403,SN3VC51UEE,AST-M0QS6Y,TRGTUR,2025-10-15,0.0,Outbound Logistics,,SERIAL SN3VC51UEE in LPN LPN-0000212 (delivery DEL-000108) Created: 2025-10-15. Asset tag present.,
LPN-0000212,DEL-000108,700403,SN7D3DTQ1Q,AST-M4YA3C,TRGTUR,2025-10-15,0.0,Outbound Logistics,,SERIAL SN7D3DTQ1Q in LPN LPN-0000212 (delivery DEL-000108) Created: 2025-10-15. Asset tag present.,
LPN-0000193,DEL-000116,700404,SNG1QP0J5G,AST-WSB4TG,J1K795,2025-10-11,0.0,Outbound Logistics,,SERIAL SNG1QP0J5G in LPN LPN-0000193 (delivery DEL-000116) Created: 2025-10-11. Asset tag present.,
LPN-0000193,DEL-000116,700404,SNRN1AIR25,AST-EDA2R4,J1K795,2025-10-11,0.0,Outbound Logistics,,SERIAL SNRN1AIR25 in LPN LPN-0000193 (delivery DEL-000116) Created: 2025-10-11. Asset tag present.,
LPN-0000142,DEL-000029,700405,SNW670I18L,AST-RM9OLP,2DE6MQ,2025-10-14,0.0,Outbound Logistics,,SERIAL SNW670I18L in LPN LPN-0000142 (delivery DEL-000029) Created: 2025-10-14. Asset tag present.,
LPN-0000142,DEL-000029,700405,SNFYZ9NEP3,AST-KSEW15,2DE6MQ,2025-10-14,0.0,Outbound Logistics,,SERIAL SNFYZ9NEP3 in LPN LPN-0000142 (delivery DEL-000029) Created: 2025-10-14. Asset tag present.,
LPN-0000085,DEL-000178,700406,SNWSZMMZ7L,AST-4XS7C0,DHAD0A,2025-08-17,0.0,Outbound Logistics,,SERIAL SNWSZMMZ7L in LPN LPN-0000085 (delivery DEL-000178) Created: 2025-08-17. Asset tag present.,
LPN-0000085,DEL-000178,700406,SNJWJUPCDY,AST-RI7UFV,DHAD0A,2025-08-17,0.0,Outbound Logistics,,SERIAL SNJWJUPCDY in LPN LPN-0000085 (delivery DEL-000178) Created: 2025-08-17. Asset tag present.,
LPN-0000085,DEL-000178,700406,SNDXXXQ76L,AST-RVOMEN,DHAD0A,2025-08-17,0.0,Outbound Logistics,,SERIAL SNDXXXQ76L in LPN LPN-0000085 (delivery DEL-000178) Created: 2025-08-17. Asset tag present.,
LPN-0000085,DEL-000178,700406,SN00ANAEYT,AST-7AWCL8,DHAD0A,2025-08-17,0.0,Outbound Logistics,,SERIAL SN00ANAEYT in LPN LPN-0000085 (delivery DEL-000178) Created: 2025-08-17. Asset tag present.,
LPN-0000053,DEL-000162,700407,SNBDRR4HO7,AST-GLP62U,MEZ4E3,2025-07-17,0.0,Outbound Logistics,,SERIAL SNBDRR4HO7 in LPN LPN-0000053 (delivery DEL-000162) Created: 2025-07-17. Asset tag present.,
LPN-0000053,DEL-000162,700407,SNP8VTI76J,AST-VGEKNJ,MEZ4E3,2025-07-17,0.0,Outbound Logistics,,SERIAL SNP8VTI76J in LPN LPN-0000053 (delivery DEL-000162) Created: 2025-07-17. Asset tag present.,
LPN-0000053,DEL-000162,700407,SNQK1QJB6M,AST-907IIG,MEZ4E3,2025-07-17,0.0,Outbound Logistics,,SERIAL SNQK1QJB6M in LPN LPN-0000053 (delivery DEL-000162) Created: 2025-07-17. Asset tag present.,
LPN-0000028,DEL-000094,700408,SNDZ4BY4VI,AST-9AC2LD,VJN99C,2025-08-26,0.0,Outbound Logistics,,SERIAL SNDZ4BY4VI in LPN LPN-0000028 (delivery DEL-000094) Created: 2025-08-26. Asset tag present.,
LPN-0000239,DEL-000084,700409,SNM9W5OUTR,AST-5A578Z,ILCA1T,2025-09-23,0.0,Outbound Logistics,,SERIAL SNM9W5OUTR in LPN LPN-0000239 (delivery DEL-000084) Created: 2025-09-23. Asset tag present.,
LPN-0000239,DEL-000084,700409,SNRQLDBFZ6,AST-6EUHPD,ILCA1T,2025-09-23,0.0,Outbound Logistics,,SERIAL SNRQLDBFZ6 in LPN LPN-0000239 (delivery DEL-000084) Created: 2025-09-23. Asset tag present.,
LPN-0000239,DEL-000084,700409,SN4I7T7H8I,AST-DJK42V,ILCA1T,2025-09-23,0.0,Outbound Logistics,,SERIAL SN4I7T7H8I in LPN LPN-0000239 (delivery DEL-000084) Created: 2025-09-23. Asset tag present.,
LPN-0000062,DEL-000170,700410,SNZIOUJ4HA,AST-AH3S0F,2ER4NR,2025-09-03,0.0,Outbound Logistics,,SERIAL SNZIOUJ4HA in LPN LPN-0000062 (delivery DEL-000170) Created: 2025-09-03. Asset tag present.,
LPN-0000062,DEL-000170,700410,SNY42Y4FB2,AST-F4ZW1C,2ER4NR,2025-09-03,0.0,Outbound Logistics,,SERIAL SNY42Y4FB2 in LPN LPN-0000062 (delivery DEL-000170) Created: 2025-09-03. Asset tag present.,
LPN-0000062,DEL-000170,700410,SNE84OSDMK,AST-HVSHP6,2ER4NR,2025-09-03,0.0,Outbound Logistics,,SERIAL SNE84OSDMK in LPN LPN-0000062 (delivery DEL-000170) Created: 2025-09-03. Asset tag present.,
LPN-0000062,DEL-000170,700410,SNTZ3VV4WD,AST-E7HO99,2ER4NR,2025-09-03,0.0,Outbound Logistics,,SERIAL SNTZ3VV4WD in LPN LPN-0000062 (delivery DEL-000170) Created: 2025-09-03. Asset tag present.,
LPN-0000062,DEL-000170,700410,SNJFW8BOVY,AST-WCK6R8,2ER4NR,2025-09-03,0.0,Outbound Logistics,,SERIAL SNJFW8BOVY in LPN LPN-0000062 (delivery DEL-000170) Created: 2025-09-03. Asset tag present.,
LPN-0000096,DEL-000085,700411,SNRG7D024P,AST-4O3VLS,4NK34O,2025-10-17,0.0,Outbound Logistics,,SERIAL SNRG7D024P in LPN LPN-0000096 (delivery DEL-000085) Created: 2025-10-17. Asset tag present.,
LPN-0000002,DEL-000166,700412,SNIPT7HSVT,AST-560G73,O0H81X,2025-09-18,0.0,Outbound Logistics,,SERIAL SNIPT7HSVT in LPN LPN-0000002 (delivery DEL-000166) Created: 2025-09-18. Asset tag present.,
LPN-0000002,DEL-000166,700412,SNQ36QYXVL,AST-Y2I6Z9,O0H81X,2025-09-18,0.0,Outbound Logistics,,SERIAL SNQ36QYXVL in LPN LPN-0000002 (delivery DEL-000166) Created: 2025-09-18. Asset tag present.,
LPN-0000002,DEL-000166,700412,SN80ZA7TQS,AST-3X66S8,O0H81X,2025-09-18,0.0,Outbound Logistics,,SERIAL SN80ZA7TQS in LPN LPN-0000002 (delivery DEL-000166) Created: 2025-09-18. Asset tag present.,
LPN-0000230,DEL-000138,700413,SN5A0GJSB7,AST-MOPDSB,XR73FQ,2025-07-11,0.0,Outbound Logistics,,SERIAL SN5A0GJSB7 in LPN LPN-0000230 (delivery DEL-000138) Created: 2025-07-11. Asset tag present.,
LPN-0000107,DEL-000026,700414,SNEJ0ME9N7,AST-1XF537,0AQZTB,2025-09-15,0.0,Outbound Logistics,,SERIAL SNEJ0ME9N7 in LPN LPN-0000107 (delivery DEL-000026) Created: 2025-09-15. Asset tag present.,
